"GEO_ID","NAME","B08303_001E","B08303_001EA","B08303_001M","B08303_001MA","B08303_002E","B08303_002EA","B08303_002M","B08303_002MA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004M","B08303_004MA","B08303_004EA","B08303_005E","B08303_005M","B08303_005MA","B08303_005EA","B08303_006E","B08303_006M","B08303_006MA","B08303_006EA","B08303_007E","B08303_007M","B08303_007MA","B08303_007EA","B08303_008E","B08303_008M","B08303_008MA","B08303_008EA","B08303_009E","B08303_009EA","B08303_009M","B08303_009MA","B08303_010E","B08303_010M","B08303_010MA","B08303_010EA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031071400","Census Tract 714, Cook County, Illinois","2503","null","285","null","12","null","19","null","79","89","null","null","156","83","null","null","440","145","null","null","421","152","null","null","263","123","null","null","487","172","null","null","92","null","53","null","133","76","null","null","243","null","107","null","142","null","83","null","35","null","42","null",
"1400000US17031071500","Census Tract 715, Cook County, Illinois","3965","null","349","null","0","null","15","null","100","97","null","null","315","145","null","null","570","176","null","null","787","218","null","null","367","143","null","null","578","180","null","null","170","null","91","null","155","86","null","null","521","null","215","null","391","null","127","null","11","null","17","null",
"1400000US17031071600","Census Tract 716, Cook County, Illinois","855","null","162","null","0","null","11","null","28","20","null","null","80","44","null","null","89","44","null","null","180","63","null","null","129","96","null","null","145","74","null","null","4","null","7","null","30","23","null","null","70","null","57","null","73","null","50","null","27","null","21","null",
"1400000US17031071700","Census Tract 717, Cook County, Illinois","1016","null","101","null","0","null","11","null","24","21","null","null","81","43","null","null","224","77","null","null","178","53","null","null","100","63","null","null","140","46","null","null","54","null","32","null","6","8","null","null","70","null","38","null","102","null","41","null","37","null","33","null",
"1400000US17031071800","Census Tract 718, Cook County, Illinois","1278","null","167","null","10","null","17","null","72","48","null","null","125","68","null","null","206","96","null","null","224","96","null","null","101","105","null","null","301","92","null","null","9","null","16","null","20","24","null","null","66","null","39","null","87","null","49","null","57","null","49","null",
"1400000US17031080100","Census Tract 801, Cook County, Illinois","3724","null","442","null","0","null","15","null","293","159","null","null","392","212","null","null","541","229","null","null","745","255","null","null","250","131","null","null","744","286","null","null","155","null","142","null","43","49","null","null","246","null","159","null","245","null","152","null","70","null","53","null",
"1400000US17031080201","Census Tract 802.01, Cook County, Illinois","1822","null","236","null","0","null","11","null","48","56","null","null","155","86","null","null","276","129","null","null","367","144","null","null","303","122","null","null","226","87","null","null","81","null","93","null","18","28","null","null","193","null","115","null","155","null","105","null","0","null","11","null",
"1400000US17031080202","Census Tract 802.02, Cook County, Illinois","2339","null","347","null","44","null","42","null","5","11","null","null","280","181","null","null","249","124","null","null","509","165","null","null","262","148","null","null","440","190","null","null","96","null","74","null","41","38","null","null","151","null","92","null","133","null","83","null","129","null","63","null",
"1400000US17031080300","Census Tract 803, Cook County, Illinois","3078","null","393","null","13","null","20","null","49","41","null","null","177","109","null","null","553","174","null","null","610","219","null","null","303","141","null","null","592","183","null","null","127","null","77","null","101","65","null","null","198","null","113","null","277","null","148","null","78","null","65","null",
"1400000US17031080400","Census Tract 804, Cook County, Illinois","1842","null","454","null","0","null","11","null","154","147","null","null","153","143","null","null","325","172","null","null","189","106","null","null","300","170","null","null","296","226","null","null","46","null","45","null","81","75","null","null","47","null","58","null","215","null","180","null","36","null","41","null",
"1400000US17031081000","Census Tract 810, Cook County, Illinois","4132","null","461","null","109","null","106","null","222","115","null","null","799","274","null","null","1075","340","null","null","558","179","null","null","300","184","null","null","473","215","null","null","14","null","23","null","99","86","null","null","339","null","286","null","81","null","64","null","63","null","75","null",
"1400000US17031081100","Census Tract 811, Cook County, Illinois","2474","null","326","null","19","null","32","null","104","84","null","null","206","112","null","null","743","256","null","null","414","191","null","null","124","68","null","null","361","156","null","null","18","null","28","null","119","72","null","null","95","null","71","null","133","null","120","null","138","null","93","null",
"1400000US17031081201","Census Tract 812.01, Cook County, Illinois","2612","null","391","null","23","null","24","null","129","73","null","null","453","185","null","null","695","289","null","null","415","156","null","null","270","201","null","null","237","134","null","null","80","null","62","null","88","78","null","null","98","null","88","null","104","null","67","null","20","null","32","null",
"1400000US17031081202","Census Tract 812.02, Cook County, Illinois","1689","null","258","null","20","null","26","null","123","86","null","null","198","117","null","null","283","126","null","null","306","172","null","null","135","74","null","null","401","210","null","null","112","null","91","null","9","15","null","null","79","null","48","null","14","null","16","null","9","null","16","null",
"1400000US17031081300","Census Tract 813, Cook County, Illinois","2816","null","355","null","71","null","68","null","434","157","null","null","466","248","null","null","375","123","null","null","327","130","null","null","198","94","null","null","331","143","null","null","104","null","74","null","153","88","null","null","169","null","96","null","96","null","62","null","92","null","71","null",
"1400000US17031081401","Census Tract 814.01, Cook County, Illinois","1150","null","221","null","0","null","11","null","122","68","null","null","161","81","null","null","126","70","null","null","146","84","null","null","106","56","null","null","310","165","null","null","21","null","27","null","0","11","null","null","75","null","65","null","72","null","64","null","11","null","16","null",
"1400000US17031081402","Census Tract 814.02, Cook County, Illinois","2334","null","403","null","28","null","33","null","24","43","null","null","430","185","null","null","436","258","null","null","380","154","null","null","130","98","null","null","286","131","null","null","0","null","11","null","115","93","null","null","191","null","128","null","291","null","219","null","23","null","32","null",
"1400000US17031081403","Census Tract 814.03, Cook County, Illinois","4476","null","497","null","0","null","15","null","465","190","null","null","889","310","null","null","761","238","null","null","792","322","null","null","476","246","null","null","310","162","null","null","59","null","72","null","137","131","null","null","181","null","121","null","330","null","244","null","76","null","81","null",
"1400000US17031081500","Census Tract 815, Cook County, Illinois","2397","null","344","null","42","null","40","null","98","60","null","null","289","114","null","null","586","175","null","null","492","192","null","null","159","80","null","null","152","86","null","null","15","null","24","null","151","92","null","null","232","null","125","null","123","null","90","null","58","null","70","null",
"1400000US17031081600","Census Tract 816, Cook County, Illinois","2034","null","293","null","77","null","72","null","192","110","null","null","375","148","null","null","452","145","null","null","385","126","null","null","155","95","null","null","112","69","null","null","39","null","43","null","14","21","null","null","43","null","38","null","174","null","94","null","16","null","24","null",
"1400000US17031081700","Census Tract 817, Cook County, Illinois","2402","null","488","null","34","null","37","null","136","87","null","null","402","145","null","null","422","228","null","null","436","195","null","null","187","107","null","null","189","118","null","null","50","null","76","null","121","107","null","null","146","null","77","null","140","null","95","null","139","null","94","null",
"1400000US17031081800","Census Tract 818, Cook County, Illinois","5708","null","460","null","136","null","110","null","308","167","null","null","1249","322","null","null","1039","240","null","null","1102","294","null","null","367","145","null","null","420","190","null","null","48","null","53","null","216","109","null","null","276","null","162","null","306","null","173","null","241","null","160","null",
"1400000US17031081900","Census Tract 819, Cook County, Illinois","590","null","93","null","11","null","12","null","60","36","null","null","53","36","null","null","95","37","null","null","97","42","null","null","25","24","null","null","120","64","null","null","14","null","20","null","0","11","null","null","38","null","28","null","41","null","25","null","36","null","32","null",
"1400000US17031090100","Census Tract 901, Cook County, Illinois","1547","null","208","null","22","null","22","null","182","103","null","null","60","37","null","null","202","84","null","null","158","87","null","null","68","50","null","null","301","89","null","null","111","null","56","null","147","71","null","null","139","null","46","null","114","null","66","null","43","null","41","null",
"1400000US17031090200","Census Tract 902, Cook County, Illinois","3240","null","344","null","27","null","23","null","135","106","null","null","277","118","null","null","344","121","null","null","307","111","null","null","152","79","null","null","629","220","null","null","157","null","98","null","233","98","null","null","428","null","149","null","421","null","139","null","130","null","96","null",
"1400000US17031090300","Census Tract 903, Cook County, Illinois","601","null","80","null","9","null","10","null","18","16","null","null","37","24","null","null","30","18","null","null","102","55","null","null","33","20","null","null","164","72","null","null","11","null","10","null","28","23","null","null","123","null","47","null","42","null","30","null","4","null","7","null",
"1400000US17031100100","Census Tract 1001, Cook County, Illinois","2554","null","325","null","12","null","21","null","127","78","null","null","221","111","null","null","270","154","null","null","388","157","null","null","118","87","null","null","574","167","null","null","41","null","67","null","156","113","null","null","323","null","124","null","226","null","84","null","98","null","87","null",
"1400000US17031100200","Census Tract 1002, Cook County, Illinois","3313","null","371","null","51","null","81","null","263","136","null","null","191","95","null","null","290","124","null","null","447","175","null","null","122","66","null","null","535","149","null","null","109","null","69","null","272","125","null","null","455","null","143","null","561","null","182","null","17","null","28","null",
"1400000US17031100300","Census Tract 1003, Cook County, Illinois","2105","null","289","null","92","null","104","null","211","121","null","null","216","92","null","null","236","143","null","null","334","155","null","null","99","71","null","null","427","142","null","null","91","null","64","null","64","40","null","null","187","null","100","null","117","null","72","null","31","null","37","null",
"1400000US17031100400","Census Tract 1004, Cook County, Illinois","1408","null","115","null","7","null","12","null","78","40","null","null","102","52","null","null","161","61","null","null","128","66","null","null","95","47","null","null","213","104","null","null","160","null","67","null","155","77","null","null","160","null","69","null","100","null","56","null","49","null","60","null",
"1400000US17031100500","Census Tract 1005, Cook County, Illinois","2626","null","391","null","44","null","50","null","132","108","null","null","252","105","null","null","316","145","null","null","381","167","null","null","184","120","null","null","511","201","null","null","176","null","116","null","152","97","null","null","389","null","172","null","89","null","54","null","0","null","15","null",
"1400000US17031100600","Census Tract 1006, Cook County, Illinois","2549","null","298","null","3","null","6","null","215","99","null","null","156","93","null","null","218","81","null","null","232","87","null","null","175","79","null","null","577","197","null","null","123","null","69","null","207","113","null","null","251","null","95","null","316","null","129","null","76","null","59","null",
"1400000US17031100700","Census Tract 1007, Cook County, Illinois","2171","null","240","null","80","null","63","null","78","47","null","null","147","69","null","null","276","101","null","null","196","77","null","null","223","79","null","null","574","138","null","null","51","null","40","null","53","39","null","null","268","null","98","null","184","null","82","null","41","null","36","null",
"1400000US17031110100","Census Tract 1101, Cook County, Illinois","2593","null","350","null","77","null","64","null","56","66","null","null","230","147","null","null","341","153","null","null","451","145","null","null","88","66","null","null","471","165","null","null","15","null","24","null","189","131","null","null","326","null","120","null","291","null","133","null","58","null","71","null",
"1400000US17031110200","Census Tract 1102, Cook County, Illinois","1420","null","167","null","0","null","11","null","30","30","null","null","101","57","null","null","261","129","null","null","219","82","null","null","85","59","null","null","341","110","null","null","54","null","51","null","27","31","null","null","139","null","69","null","102","null","54","null","61","null","62","null",
"1400000US17031110300","Census Tract 1103, Cook County, Illinois","2706","null","320","null","30","null","29","null","176","183","null","null","214","108","null","null","284","116","null","null","377","118","null","null","169","87","null","null","478","112","null","null","107","null","77","null","296","119","null","null","443","null","124","null","107","null","68","null","25","null","26","null",
"1400000US17031110400","Census Tract 1104, Cook County, Illinois","2090","null","229","null","0","null","11","null","57","48","null","null","57","38","null","null","200","81","null","null","204","77","null","null","356","129","null","null","400","115","null","null","123","null","67","null","120","63","null","null","357","null","124","null","157","null","75","null","59","null","36","null",
"1400000US17031110501","Census Tract 1105.01, Cook County, Illinois","2196","null","249","null","50","null","64","null","23","20","null","null","143","124","null","null","126","75","null","null","192","83","null","null","122","68","null","null","410","129","null","null","134","null","63","null","127","106","null","null","449","null","135","null","337","null","117","null","83","null","94","null",
"1400000US17031110502","Census Tract 1105.02, Cook County, Illinois","1454","null","242","null","0","null","11","null","100","63","null","null","160","100","null","null","93","56","null","null","77","66","null","null","33","41","null","null","332","107","null","null","59","null","46","null","89","57","null","null","301","null","137","null","98","null","82","null","112","null","78","null",
"1400000US17031120100","Census Tract 1201, Cook County, Illinois","1740","null","184","null","21","null","22","null","27","26","null","null","110","62","null","null","258","88","null","null","222","78","null","null","156","58","null","null","231","80","null","null","116","null","64","null","126","63","null","null","217","null","74","null","227","null","78","null","29","null","25","null",
"1400000US17031120200","Census Tract 1202, Cook County, Illinois","1976","null","150","null","38","null","36","null","198","103","null","null","132","60","null","null","140","62","null","null","160","66","null","null","108","61","null","null","429","100","null","null","123","null","69","null","103","57","null","null","239","null","98","null","216","null","79","null","90","null","55","null",
"1400000US17031120300","Census Tract 1203, Cook County, Illinois","2703","null","271","null","7","null","13","null","93","78","null","null","314","151","null","null","308","132","null","null","396","183","null","null","169","111","null","null","568","162","null","null","83","null","75","null","290","162","null","null","353","null","108","null","122","null","78","null","0","null","15","null",
"1400000US17031120400","Census Tract 1204, Cook County, Illinois","1855","null","232","null","26","null","41","null","36","41","null","null","140","75","null","null","199","69","null","null","210","123","null","null","186","99","null","null","508","162","null","null","61","null","40","null","123","75","null","null","132","null","67","null","159","null","65","null","75","null","48","null",
"1400000US17031130100","Census Tract 1301, Cook County, Illinois","1725","null","300","null","33","null","36","null","73","56","null","null","150","93","null","null","296","131","null","null","300","113","null","null","54","44","null","null","273","109","null","null","68","null","68","null","87","51","null","null","188","null","112","null","181","null","94","null","22","null","36","null",
"1400000US17031130200","Census Tract 1302, Cook County, Illinois","823","null","108","null","20","null","25","null","31","19","null","null","28","26","null","null","89","40","null","null","120","38","null","null","39","28","null","null","237","78","null","null","24","null","23","null","49","37","null","null","74","null","31","null","108","null","51","null","4","null","9","null",
"1400000US17031130300","Census Tract 1303, Cook County, Illinois","2241","null","233","null","72","null","45","null","112","63","null","null","107","59","null","null","164","58","null","null","257","101","null","null","65","46","null","null","696","180","null","null","60","null","34","null","172","76","null","null","309","null","82","null","215","null","76","null","12","null","19","null",
"1400000US17031140100","Census Tract 1401, Cook County, Illinois","1739","null","266","null","22","null","24","null","17","27","null","null","64","43","null","null","93","61","null","null","199","86","null","null","33","39","null","null","317","156","null","null","0","null","11","null","135","72","null","null","339","null","124","null","481","null","180","null","39","null","43","null",
"1400000US17031140200","Census Tract 1402, Cook County, Illinois","3144","null","499","null","53","null","41","null","179","89","null","null","188","101","null","null","167","104","null","null","305","124","null","null","184","115","null","null","782","289","null","null","149","null","128","null","247","135","null","null","421","null","138","null","331","null","121","null","138","null","111","null",
"1400000US17031140301","Census Tract 1403.01, Cook County, Illinois","1585","null","385","null","20","null","29","null","37","39","null","null","59","37","null","null","72","54","null","null","280","95","null","null","48","45","null","null","498","252","null","null","60","null","38","null","39","33","null","null","162","null","65","null","242","null","102","null","68","null","52","null",
"1400000US17031140302","Census Tract 1403.02, Cook County, Illinois","1955","null","216","null","0","null","11","null","45","56","null","null","121","96","null","null","149","88","null","null","230","139","null","null","148","85","null","null","435","120","null","null","24","null","24","null","150","77","null","null","353","null","139","null","267","null","137","null","33","null","42","null",
"1400000US17031140400","Census Tract 1404, Cook County, Illinois","3215","null","412","null","17","null","29","null","53","52","null","null","179","100","null","null","315","131","null","null","311","100","null","null","172","91","null","null","807","269","null","null","168","null","124","null","195","111","null","null","372","null","133","null","362","null","158","null","264","null","183","null",
"1400000US17031140500","Census Tract 1405, Cook County, Illinois","1756","null","224","null","0","null","11","null","82","56","null","null","186","88","null","null","214","93","null","null","281","116","null","null","102","61","null","null","279","112","null","null","10","null","16","null","104","57","null","null","189","null","82","null","288","null","91","null","21","null","20","null",
"1400000US17031140601","Census Tract 1406.01, Cook County, Illinois","1253","null","270","null","0","null","11","null","11","18","null","null","30","26","null","null","248","102","null","null","164","163","null","null","50","39","null","null","299","120","null","null","17","null","16","null","87","70","null","null","160","null","67","null","141","null","71","null","46","null","41","null",
"1400000US17031140602","Census Tract 1406.02, Cook County, Illinois","2673","null","457","null","47","null","68","null","119","101","null","null","111","79","null","null","205","89","null","null","139","131","null","null","105","81","null","null","678","172","null","null","119","null","94","null","165","114","null","null","389","null","173","null","560","null","258","null","36","null","36","null",
"1400000US17031140701","Census Tract 1407.01, Cook County, Illinois","1386","null","170","null","0","null","11","null","22","25","null","null","26","35","null","null","19","16","null","null","212","96","null","null","49","33","null","null","268","128","null","null","80","null","61","null","191","79","null","null","344","null","106","null","102","null","65","null","73","null","74","null",
"1400000US17031140702","Census Tract 1407.02, Cook County, Illinois","2857","null","281","null","0","null","15","null","112","63","null","null","246","133","null","null","208","86","null","null","309","136","null","null","188","98","null","null","432","158","null","null","97","null","62","null","238","109","null","null","563","null","159","null","410","null","134","null","54","null","52","null",
"1400000US17031140800","Census Tract 1408, Cook County, Illinois","3583","null","381","null","34","null","57","null","48","61","null","null","173","104","null","null","264","125","null","null","484","218","null","null","107","73","null","null","567","210","null","null","124","null","88","null","348","154","null","null","824","null","193","null","502","null","254","null","108","null","76","null",
"1400000US17031150200","Census Tract 1502, Cook County, Illinois","4093","null","655","null","162","null","187","null","109","73","null","null","276","173","null","null","319","207","null","null","423","172","null","null","170","111","null","null","897","385","null","null","133","null","95","null","289","159","null","null","580","null","198","null","645","null","242","null","90","null","74","null",
"1400000US17031150300","Census Tract 1503, Cook County, Illinois","3892","null","467","null","111","null","102","null","19","23","null","null","196","133","null","null","135","76","null","null","475","171","null","null","322","161","null","null","931","263","null","null","199","null","109","null","304","140","null","null","594","null","168","null","590","null","226","null","16","null","25","null",
"1400000US17031150401","Census Tract 1504.01, Cook County, Illinois","2187","null","254","null","0","null","11","null","108","85","null","null","189","92","null","null","123","66","null","null","262","117","null","null","121","80","null","null","409","161","null","null","82","null","70","null","23","25","null","null","481","null","255","null","289","null","117","null","100","null","72","null",
"1400000US17031150402","Census Tract 1504.02, Cook County, Illinois","1850","null","341","null","62","null","106","null","90","57","null","null","70","55","null","null","106","66","null","null","250","79","null","null","197","110","null","null","363","146","null","null","29","null","30","null","128","95","null","null","236","null","106","null","293","null","120","null","26","null","44","null",
"1400000US17031150501","Census Tract 1505.01, Cook County, Illinois","1942","null","323","null","0","null","11","null","44","35","null","null","48","52","null","null","165","86","null","null","309","122","null","null","125","84","null","null","462","152","null","null","42","null","38","null","167","116","null","null","297","null","108","null","283","null","109","null","0","null","11","null",
"1400000US17031150502","Census Tract 1505.02, Cook County, Illinois","1742","null","340","null","0","null","11","null","66","70","null","null","98","73","null","null","104","95","null","null","143","73","null","null","155","111","null","null","467","160","null","null","44","null","46","null","112","64","null","null","156","null","127","null","366","null","134","null","31","null","32","null",
"1400000US17031150600","Census Tract 1506, Cook County, Illinois","1789","null","205","null","18","null","27","null","45","31","null","null","92","39","null","null","178","108","null","null","200","69","null","null","102","52","null","null","337","117","null","null","23","null","24","null","115","60","null","null","258","null","101","null","178","null","80","null","243","null","149","null",
"1400000US17031150700","Census Tract 1507, Cook County, Illinois","2241","null","266","null","0","null","11","null","19","23","null","null","192","102","null","null","150","85","null","null","204","81","null","null","121","83","null","null","613","141","null","null","56","null","42","null","105","54","null","null","317","null","111","null","394","null","171","null","70","null","51","null",
"1400000US17031150800","Census Tract 1508, Cook County, Illinois","2801","null","288","null","0","null","15","null","99","81","null","null","174","77","null","null","198","102","null","null","297","97","null","null","166","84","null","null","728","205","null","null","126","null","80","null","214","82","null","null","294","null","102","null","455","null","157","null","50","null","47","null",
"1400000US17031151001","Census Tract 1510.01, Cook County, Illinois","1146","null","234","null","0","null","11","null","4","7","null","null","35","38","null","null","32","28","null","null","209","111","null","null","23","20","null","null","334","127","null","null","33","null","35","null","115","80","null","null","100","null","64","null","169","null","71","null","92","null","78","null",
"1400000US17031151002","Census Tract 1510.02, Cook County, Illinois","2166","null","294","null","41","null","49","null","47","59","null","null","16","25","null","null","106","91","null","null","338","117","null","null","112","75","null","null","375","147","null","null","65","null","44","null","296","187","null","null","474","null","150","null","243","null","101","null","53","null","42","null",
"1400000US17031151100","Census Tract 1511, Cook County, Illinois","2677","null","361","null","0","null","15","null","111","73","null","null","195","104","null","null","114","66","null","null","392","138","null","null","128","85","null","null","549","158","null","null","74","null","64","null","99","55","null","null","424","null","131","null","489","null","158","null","102","null","77","null",
"1400000US17031151200","Census Tract 1512, Cook County, Illinois","1827","null","233","null","0","null","11","null","45","38","null","null","64","42","null","null","124","67","null","null","254","90","null","null","98","64","null","null","535","124","null","null","16","null","25","null","215","94","null","null","265","null","94","null","168","null","86","null","43","null","36","null",
"1400000US17031160100","Census Tract 1601, Cook County, Illinois","1211","null","160","null","23","null","28","null","5","9","null","null","42","28","null","null","243","178","null","null","220","83","null","null","33","25","null","null","213","82","null","null","15","null","14","null","73","37","null","null","227","null","77","null","84","null","49","null","33","null","38","null",
"1400000US17031160200","Census Tract 1602, Cook County, Illinois","1708","null","256","null","40","null","58","null","146","104","null","null","73","36","null","null","133","75","null","null","257","110","null","null","52","51","null","null","363","134","null","null","35","null","28","null","93","54","null","null","334","null","122","null","168","null","78","null","14","null","20","null",
"1400000US17031160300","Census Tract 1603, Cook County, Illinois","1918","null","230","null","29","null","48","null","148","113","null","null","13","18","null","null","173","108","null","null","320","123","null","null","89","60","null","null","421","146","null","null","59","null","36","null","165","100","null","null","253","null","99","null","236","null","90","null","12","null","20","null",
"1400000US17031160400","Census Tract 1604, Cook County, Illinois","2462","null","372","null","1","null","3","null","59","34","null","null","87","82","null","null","343","131","null","null","410","145","null","null","202","101","null","null","333","113","null","null","85","null","55","null","108","66","null","null","480","null","125","null","252","null","112","null","102","null","73","null",
"1400000US17031160501","Census Tract 1605.01, Cook County, Illinois","2123","null","385","null","0","null","11","null","29","37","null","null","126","80","null","null","183","92","null","null","344","141","null","null","101","64","null","null","573","279","null","null","18","null","22","null","138","78","null","null","153","null","82","null","434","null","232","null","24","null","39","null",
"1400000US17031160502","Census Tract 1605.02, Cook County, Illinois","2143","null","388","null","0","null","11","null","97","86","null","null","100","67","null","null","121","91","null","null","369","183","null","null","87","58","null","null","732","287","null","null","30","null","24","null","104","70","null","null","254","null","123","null","199","null","87","null","50","null","34","null",
"1400000US17031160601","Census Tract 1606.01, Cook County, Illinois","1973","null","363","null","0","null","11","null","23","21","null","null","50","51","null","null","146","103","null","null","180","97","null","null","141","109","null","null","346","170","null","null","125","null","99","null","71","44","null","null","563","null","156","null","279","null","155","null","49","null","55","null",
"1400000US17031160602","Census Tract 1606.02, Cook County, Illinois","2177","null","248","null","21","null","35","null","25","27","null","null","154","89","null","null","278","107","null","null","402","138","null","null","183","87","null","null","324","119","null","null","8","null","14","null","201","151","null","null","341","null","129","null","154","null","67","null","86","null","58","null",
"1400000US17031160700","Census Tract 1607, Cook County, Illinois","2476","null","347","null","1","null","2","null","119","127","null","null","199","146","null","null","354","174","null","null","247","148","null","null","182","115","null","null","576","222","null","null","31","null","34","null","213","100","null","null","289","null","105","null","210","null","111","null","55","null","51","null",
"1400000US17031160800","Census Tract 1608, Cook County, Illinois","2970","null","401","null","20","null","18","null","26","24","null","null","87","56","null","null","422","170","null","null","513","204","null","null","117","64","null","null","634","239","null","null","203","null","141","null","467","176","null","null","239","null","88","null","193","null","95","null","49","null","38","null",
"1400000US17031160900","Census Tract 1609, Cook County, Illinois","1188","null","146","null","0","null","11","null","90","49","null","null","51","57","null","null","138","74","null","null","63","53","null","null","78","45","null","null","140","70","null","null","62","null","48","null","126","65","null","null","315","null","92","null","89","null","55","null","36","null","49","null",
"1400000US17031161000","Census Tract 1610, Cook County, Illinois","979","null","115","null","21","null","31","null","27","23","null","null","37","30","null","null","117","60","null","null","132","83","null","null","59","40","null","null","236","74","null","null","20","null","17","null","91","36","null","null","167","null","58","null","65","null","35","null","7","null","11","null",
"1400000US17031161100","Census Tract 1611, Cook County, Illinois","991","null","109","null","37","null","42","null","22","19","null","null","48","48","null","null","65","39","null","null","152","58","null","null","81","53","null","null","193","69","null","null","15","null","12","null","55","39","null","null","217","null","53","null","72","null","46","null","34","null","38","null",
"1400000US17031161200","Census Tract 1612, Cook County, Illinois","1107","null","151","null","7","null","10","null","7","11","null","null","46","44","null","null","63","57","null","null","178","58","null","null","87","61","null","null","241","83","null","null","22","null","16","null","89","58","null","null","178","null","56","null","160","null","71","null","29","null","27","null",
"1400000US17031161300","Census Tract 1613, Cook County, Illinois","1780","null","295","null","65","null","57","null","62","43","null","null","41","40","null","null","221","153","null","null","219","94","null","null","109","67","null","null","314","121","null","null","26","null","19","null","38","31","null","null","319","null","130","null","332","null","131","null","34","null","33","null",
"1400000US17031170100","Census Tract 1701, Cook County, Illinois","660","null","113","null","0","null","11","null","14","16","null","null","44","31","null","null","83","47","null","null","99","41","null","null","24","29","null","null","115","58","null","null","0","null","11","null","60","44","null","null","124","null","74","null","68","null","43","null","29","null","25","null",
"1400000US17031170200","Census Tract 1702, Cook County, Illinois","2228","null","312","null","78","null","66","null","27","35","null","null","151","78","null","null","147","87","null","null","230","116","null","null","93","70","null","null","394","166","null","null","46","null","41","null","269","78","null","null","355","null","146","null","324","null","116","null","114","null","108","null",
"1400000US17031170300","Census Tract 1703, Cook County, Illinois","2629","null","238","null","38","null","50","null","61","51","null","null","109","62","null","null","212","108","null","null","187","96","null","null","132","61","null","null","849","205","null","null","69","null","50","null","145","71","null","null","449","null","140","null","298","null","123","null","80","null","63","null",
"1400000US17031170400","Census Tract 1704, Cook County, Illinois","1751","null","216","null","0","null","11","null","51","53","null","null","136","55","null","null","77","41","null","null","225","120","null","null","79","55","null","null","340","102","null","null","26","null","24","null","233","96","null","null","239","null","79","null","257","null","105","null","88","null","52","null",
"1400000US17031170500","Census Tract 1705, Cook County, Illinois","2676","null","266","null","11","null","20","null","129","68","null","null","223","104","null","null","230","91","null","null","174","78","null","null","256","127","null","null","560","176","null","null","114","null","71","null","233","100","null","null","348","null","162","null","336","null","124","null","62","null","63","null",
"1400000US17031170600","Census Tract 1706, Cook County, Illinois","1246","null","175","null","4","null","7","null","14","12","null","null","125","64","null","null","82","44","null","null","104","48","null","null","56","31","null","null","316","111","null","null","41","null","25","null","145","81","null","null","154","null","71","null","179","null","69","null","26","null","28","null",
