"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002EA","B08301_002M","B08301_002MA","B08301_003E","B08301_003M","B08301_003MA","B08301_003EA","B08301_004E","B08301_004M","B08301_004MA","B08301_004EA","B08301_005E","B08301_005M","B08301_005MA","B08301_005EA","B08301_006E","B08301_006EA","B08301_006M","B08301_006MA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009M","B08301_009MA","B08301_009EA","B08301_010E","B08301_010M","B08301_010MA","B08301_010EA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013EA","B08301_013M","B08301_013MA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015M","B08301_015MA","B08301_015EA","B08301_016E","B08301_016M","B08301_016MA","B08301_016EA","B08301_017E","B08301_017EA","B08301_017M","B08301_017MA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"1400000US17031804809","Census Tract 8048.09, Cook County, Illinois","2210","292","null","null","1928","null","226","null","1790","230","null","null","138","70","null","null","99","62","null","null","17","null","22","null","22","30","null","null","0","12","null","null","0","12","null","null","111","63","null","null","29","32","null","null","0","12","null","null","82","null","56","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","39","55","null","null","132","null","119","null",
"1400000US17031804810","Census Tract 8048.10, Cook County, Illinois","3535","529","null","null","3170","null","529","null","3074","522","null","null","96","58","null","null","84","58","null","null","0","null","17","null","12","20","null","null","0","17","null","null","0","17","null","null","120","90","null","null","44","43","null","null","0","17","null","null","76","null","79","null","0","17","null","null","0","17","null","null","35","60","null","null","0","null","17","null","0","17","null","null","13","21","null","null","0","17","null","null","197","null","97","null",
"1400000US17031804901","Census Tract 8049.01, Cook County, Illinois","3130","317","null","null","2389","null","340","null","2331","346","null","null","58","56","null","null","16","26","null","null","42","null","49","null","0","17","null","null","0","17","null","null","0","17","null","null","371","129","null","null","0","17","null","null","28","31","null","null","343","null","130","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","34","40","null","null","74","59","null","null","24","28","null","null","238","null","117","null",
"1400000US17031804902","Census Tract 8049.02, Cook County, Illinois","2892","288","null","null","2394","null","292","null","2295","275","null","null","99","74","null","null","68","60","null","null","31","null","37","null","0","17","null","null","0","17","null","null","0","17","null","null","197","75","null","null","1","2","null","null","0","17","null","null","196","null","74","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","49","59","null","null","51","50","null","null","33","38","null","null","168","null","107","null",
"1400000US17031805001","Census Tract 8050.01, Cook County, Illinois","2437","302","null","null","1905","null","264","null","1808","248","null","null","97","62","null","null","74","54","null","null","15","null","17","null","0","12","null","null","0","12","null","null","8","13","null","null","189","65","null","null","8","13","null","null","14","21","null","null","167","null","64","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","18","22","null","null","17","19","null","null","14","15","null","null","294","null","120","null",
"1400000US17031805002","Census Tract 8050.02, Cook County, Illinois","3436","406","null","null","2890","null","398","null","2642","390","null","null","248","169","null","null","248","169","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","255","155","null","null","7","12","null","null","78","90","null","null","170","null","128","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","25","30","null","null","13","22","null","null","42","56","null","null","211","null","140","null",
"1400000US17031805105","Census Tract 8051.05, Cook County, Illinois","3671","367","null","null","3399","null","356","null","2790","551","null","null","609","330","null","null","231","178","null","null","356","null","325","null","0","17","null","null","22","34","null","null","0","17","null","null","31","40","null","null","0","17","null","null","0","17","null","null","31","null","40","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","44","71","null","null","102","89","null","null","19","32","null","null","76","null","78","null",
"1400000US17031805106","Census Tract 8051.06, Cook County, Illinois","1385","285","null","null","1142","null","233","null","1073","216","null","null","69","55","null","null","55","53","null","null","14","null","15","null","0","12","null","null","0","12","null","null","0","12","null","null","72","42","null","null","10","15","null","null","0","12","null","null","62","null","39","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","38","32","null","null","8","12","null","null","125","null","145","null",
"1400000US17031805107","Census Tract 8051.07, Cook County, Illinois","3649","568","null","null","3123","null","502","null","2912","499","null","null","211","121","null","null","171","108","null","null","23","null","37","null","0","17","null","null","0","17","null","null","17","29","null","null","35","34","null","null","0","17","null","null","35","34","null","null","0","null","17","null","0","17","null","null","0","17","null","null","20","33","null","null","0","null","17","null","9","17","null","null","68","82","null","null","0","17","null","null","394","null","302","null",
"1400000US17031805108","Census Tract 8051.08, Cook County, Illinois","3443","531","null","null","2656","null","448","null","2378","410","null","null","278","166","null","null","255","163","null","null","23","null","35","null","0","17","null","null","0","17","null","null","0","17","null","null","352","194","null","null","121","119","null","null","59","57","null","null","172","null","115","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","9","19","null","null","108","99","null","null","43","71","null","null","275","null","165","null",
"1400000US17031805109","Census Tract 8051.09, Cook County, Illinois","1984","349","null","null","1634","null","287","null","1561","253","null","null","73","62","null","null","41","43","null","null","32","null","46","null","0","12","null","null","0","12","null","null","0","12","null","null","41","32","null","null","0","12","null","null","0","12","null","null","41","null","32","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","7","12","null","null","0","12","null","null","302","null","244","null",
"1400000US17031805110","Census Tract 8051.10, Cook County, Illinois","2164","454","null","null","1807","null","357","null","1773","359","null","null","34","33","null","null","34","33","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","104","54","null","null","29","33","null","null","0","12","null","null","75","null","47","null","0","12","null","null","0","12","null","null","26","42","null","null","0","null","12","null","0","12","null","null","99","118","null","null","0","12","null","null","128","null","85","null",
"1400000US17031805111","Census Tract 8051.11, Cook County, Illinois","3953","595","null","null","3338","null","516","null","2945","563","null","null","393","207","null","null","300","165","null","null","93","null","125","null","0","17","null","null","0","17","null","null","0","17","null","null","235","143","null","null","75","78","null","null","113","98","null","null","47","null","72","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","40","51","null","null","69","88","null","null","86","129","null","null","185","null","165","null",
"1400000US17031805112","Census Tract 8051.12, Cook County, Illinois","1561","183","null","null","1456","null","182","null","1227","161","null","null","229","112","null","null","134","99","null","null","60","null","47","null","13","21","null","null","14","15","null","null","8","12","null","null","52","36","null","null","12","19","null","null","0","12","null","null","40","null","30","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","53","null","42","null",
"1400000US17031805201","Census Tract 8052.01, Cook County, Illinois","1754","327","null","null","1605","null","341","null","1552","339","null","null","53","44","null","null","47","41","null","null","0","null","12","null","6","12","null","null","0","12","null","null","0","12","null","null","94","54","null","null","0","12","null","null","35","43","null","null","59","null","34","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","6","9","null","null","0","12","null","null","49","null","37","null",
"1400000US17031805202","Census Tract 8052.02, Cook County, Illinois","2100","328","null","null","1810","null","297","null","1687","288","null","null","123","109","null","null","98","104","null","null","25","null","37","null","0","12","null","null","0","12","null","null","0","12","null","null","90","48","null","null","6","10","null","null","29","26","null","null","55","null","42","null","0","12","null","null","0","12","null","null","9","14","null","null","0","null","12","null","5","10","null","null","41","59","null","null","0","12","null","null","145","null","132","null",
"1400000US17031805301","Census Tract 8053.01, Cook County, Illinois","1480","211","null","null","1325","null","199","null","1110","202","null","null","215","107","null","null","196","105","null","null","8","null","13","null","8","13","null","null","3","5","null","null","0","12","null","null","71","51","null","null","16","19","null","null","0","12","null","null","55","null","49","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","10","16","null","null","0","12","null","null","74","null","50","null",
"1400000US17031805302","Census Tract 8053.02, Cook County, Illinois","1707","217","null","null","1507","null","223","null","1333","236","null","null","174","86","null","null","122","62","null","null","52","null","58","null","0","12","null","null","0","12","null","null","0","12","null","null","73","58","null","null","31","41","null","null","10","15","null","null","32","null","34","null","0","12","null","null","0","12","null","null","19","30","null","null","8","null","13","null","0","12","null","null","0","12","null","null","9","14","null","null","91","null","90","null",
"1400000US17031805401","Census Tract 8054.01, Cook County, Illinois","2117","494","null","null","1763","null","454","null","1543","426","null","null","220","169","null","null","87","64","null","null","44","null","60","null","70","103","null","null","0","12","null","null","19","22","null","null","208","134","null","null","138","96","null","null","53","61","null","null","17","null","20","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","7","12","null","null","28","32","null","null","0","12","null","null","111","null","107","null",
"1400000US17031805402","Census Tract 8054.02, Cook County, Illinois","2576","313","null","null","2292","null","290","null","2032","281","null","null","260","80","null","null","176","78","null","null","72","null","55","null","12","20","null","null","0","12","null","null","0","12","null","null","108","73","null","null","0","12","null","null","45","68","null","null","63","null","64","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","176","null","100","null",
"1400000US17031805501","Census Tract 8055.01, Cook County, Illinois","1785","314","null","null","1390","null","246","null","1376","249","null","null","14","19","null","null","14","19","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","173","74","null","null","18","25","null","null","22","23","null","null","133","null","69","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","83","100","null","null","13","14","null","null","126","null","88","null",
"1400000US17031805502","Census Tract 8055.02, Cook County, Illinois","2047","309","null","null","1503","null","306","null","1488","305","null","null","15","16","null","null","8","12","null","null","0","null","12","null","0","12","null","null","7","11","null","null","0","12","null","null","269","100","null","null","0","12","null","null","27","23","null","null","242","null","100","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","57","46","null","null","7","11","null","null","211","null","90","null",
"1400000US17031805600","Census Tract 8056, Cook County, Illinois","2027","199","null","null","1120","null","182","null","1027","186","null","null","93","62","null","null","60","39","null","null","0","null","12","null","21","23","null","null","0","12","null","null","12","18","null","null","442","118","null","null","0","12","null","null","97","42","null","null","345","null","116","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","91","50","null","null","16","18","null","null","358","null","134","null",
"1400000US17031805701","Census Tract 8057.01, Cook County, Illinois","2359","308","null","null","1792","null","306","null","1709","302","null","null","83","59","null","null","67","55","null","null","7","null","11","null","0","12","null","null","0","12","null","null","9","13","null","null","269","80","null","null","0","12","null","null","121","60","null","null","148","null","60","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","8","13","null","null","11","16","null","null","0","12","null","null","279","null","93","null",
"1400000US17031805702","Census Tract 8057.02, Cook County, Illinois","1116","188","null","null","893","null","143","null","835","148","null","null","58","28","null","null","50","27","null","null","8","null","8","null","0","12","null","null","0","12","null","null","0","12","null","null","66","29","null","null","0","12","null","null","43","27","null","null","23","null","17","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","4","6","null","null","7","10","null","null","0","12","null","null","146","null","86","null",
"1400000US17031805801","Census Tract 8058.01, Cook County, Illinois","1076","142","null","null","836","null","124","null","717","128","null","null","119","53","null","null","119","53","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","128","69","null","null","12","20","null","null","40","45","null","null","76","null","50","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","22","26","null","null","0","12","null","null","0","12","null","null","90","null","68","null",
"1400000US17031805802","Census Tract 8058.02, Cook County, Illinois","2470","298","null","null","1618","null","180","null","1542","173","null","null","76","48","null","null","72","47","null","null","0","null","12","null","0","12","null","null","4","9","null","null","0","12","null","null","505","214","null","null","25","30","null","null","83","51","null","null","397","null","193","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","49","40","null","null","18","30","null","null","280","null","134","null",
"1400000US17031805901","Census Tract 8059.01, Cook County, Illinois","2026","256","null","null","1663","null","218","null","1458","213","null","null","205","107","null","null","115","75","null","null","83","null","84","null","0","12","null","null","0","12","null","null","7","12","null","null","152","75","null","null","0","12","null","null","68","59","null","null","76","null","48","null","8","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","18","20","null","null","41","19","null","null","152","null","98","null",
"1400000US17031805902","Census Tract 8059.02, Cook County, Illinois","2847","489","null","null","2129","null","516","null","1679","309","null","null","450","315","null","null","370","285","null","null","0","null","17","null","80","121","null","null","0","17","null","null","0","17","null","null","166","97","null","null","26","32","null","null","52","51","null","null","88","null","64","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","13","22","null","null","196","173","null","null","98","105","null","null","245","null","160","null",
"1400000US17031806001","Census Tract 8060.01, Cook County, Illinois","3062","554","null","null","2502","null","398","null","2231","380","null","null","271","150","null","null","263","149","null","null","8","null","13","null","0","17","null","null","0","17","null","null","0","17","null","null","137","87","null","null","39","59","null","null","13","21","null","null","70","null","55","null","15","25","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","138","151","null","null","19","23","null","null","266","null","244","null",
"1400000US17031806002","Census Tract 8060.02, Cook County, Illinois","3154","543","null","null","2652","null","534","null","2273","472","null","null","379","205","null","null","341","199","null","null","24","null","40","null","14","21","null","null","0","17","null","null","0","17","null","null","68","59","null","null","38","43","null","null","6","12","null","null","24","null","40","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","252","189","null","null","0","17","null","null","182","null","98","null",
"1400000US17031806004","Census Tract 8060.04, Cook County, Illinois","4178","736","null","null","3543","null","553","null","3111","498","null","null","432","214","null","null","300","195","null","null","132","null","85","null","0","17","null","null","0","17","null","null","0","17","null","null","383","383","null","null","36","34","null","null","42","49","null","null","305","null","382","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","184","291","null","null","29","53","null","null","9","14","null","null","30","null","34","null",
"1400000US17031806005","Census Tract 8060.05, Cook County, Illinois","2065","631","null","null","1836","null","506","null","1677","491","null","null","159","147","null","null","156","145","null","null","0","null","12","null","0","12","null","null","3","11","null","null","0","12","null","null","74","82","null","null","57","66","null","null","0","12","null","null","17","null","27","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","12","23","null","null","0","12","null","null","143","null","156","null",
"1400000US17031806006","Census Tract 8060.06, Cook County, Illinois","2293","368","null","null","2167","null","320","null","1685","196","null","null","482","249","null","null","482","249","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","82","78","null","null","64","69","null","null","0","12","null","null","18","null","30","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","44","null","51","null",
"1400000US17031806102","Census Tract 8061.02, Cook County, Illinois","1962","243","null","null","1664","null","249","null","1548","232","null","null","116","88","null","null","59","48","null","null","20","null","30","null","37","48","null","null","0","12","null","null","0","12","null","null","192","92","null","null","85","48","null","null","35","39","null","null","72","null","57","null","0","12","null","null","0","12","null","null","0","12","null","null","12","null","18","null","0","12","null","null","0","12","null","null","8","12","null","null","86","null","51","null",
"1400000US17031806103","Census Tract 8061.03, Cook County, Illinois","2692","391","null","null","2215","null","364","null","1980","330","null","null","235","117","null","null","172","107","null","null","63","null","55","null","0","17","null","null","0","17","null","null","0","17","null","null","211","77","null","null","0","17","null","null","40","36","null","null","171","null","71","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","32","50","null","null","117","146","null","null","117","null","73","null",
"1400000US17031806104","Census Tract 8061.04, Cook County, Illinois","2299","348","null","null","1931","null","311","null","1744","307","null","null","187","124","null","null","112","93","null","null","29","null","35","null","20","33","null","null","0","12","null","null","26","29","null","null","220","123","null","null","61","77","null","null","27","36","null","null","132","null","92","null","0","12","null","null","0","12","null","null","31","49","null","null","0","null","12","null","0","12","null","null","6","9","null","null","32","35","null","null","79","null","63","null",
"1400000US17031806201","Census Tract 8062.01, Cook County, Illinois","2385","267","null","null","1906","null","254","null","1704","258","null","null","202","132","null","null","169","126","null","null","33","null","52","null","0","12","null","null","0","12","null","null","0","12","null","null","230","121","null","null","20","28","null","null","61","53","null","null","149","null","105","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","63","71","null","null","0","12","null","null","186","null","91","null",
"1400000US17031806202","Census Tract 8062.02, Cook County, Illinois","2797","490","null","null","2234","null","501","null","2099","492","null","null","135","116","null","null","107","106","null","null","0","null","17","null","0","17","null","null","28","46","null","null","0","17","null","null","133","77","null","null","24","38","null","null","0","17","null","null","109","null","67","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","110","112","null","null","15","23","null","null","305","null","197","null",
"1400000US17031806300","Census Tract 8063, Cook County, Illinois","2277","207","null","null","1915","null","208","null","1758","195","null","null","157","84","null","null","81","48","null","null","71","null","62","null","5","10","null","null","0","12","null","null","0","12","null","null","151","61","null","null","0","12","null","null","29","26","null","null","122","null","54","null","0","12","null","null","0","12","null","null","0","12","null","null","23","null","36","null","0","12","null","null","60","37","null","null","7","12","null","null","121","null","59","null",
"1400000US17031806400","Census Tract 8064, Cook County, Illinois","1290","207","null","null","1113","null","209","null","981","185","null","null","132","60","null","null","97","58","null","null","30","null","33","null","0","12","null","null","0","12","null","null","5","8","null","null","93","37","null","null","5","8","null","null","17","17","null","null","61","null","32","null","10","15","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","15","17","null","null","0","12","null","null","69","null","36","null",
"1400000US17031806501","Census Tract 8065.01, Cook County, Illinois","1117","220","null","null","933","null","171","null","805","166","null","null","128","93","null","null","73","55","null","null","4","null","7","null","51","44","null","null","0","12","null","null","0","12","null","null","51","43","null","null","36","41","null","null","14","15","null","null","1","null","4","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","36","36","null","null","21","20","null","null","19","15","null","null","57","null","54","null",
"1400000US17031806502","Census Tract 8065.02, Cook County, Illinois","1897","182","null","null","1617","null","143","null","1289","176","null","null","328","115","null","null","289","110","null","null","39","null","48","null","0","12","null","null","0","12","null","null","0","12","null","null","55","43","null","null","25","31","null","null","0","12","null","null","30","null","29","null","0","12","null","null","0","12","null","null","35","49","null","null","0","null","12","null","0","12","null","null","58","82","null","null","1","2","null","null","131","null","78","null",
"1400000US17031806600","Census Tract 8066, Cook County, Illinois","2017","334","null","null","1621","null","219","null","1305","192","null","null","316","143","null","null","302","141","null","null","8","null","12","null","0","12","null","null","0","12","null","null","6","10","null","null","142","101","null","null","80","79","null","null","62","64","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","22","25","null","null","19","30","null","null","9","14","null","null","204","null","129","null",
"1400000US17031806700","Census Tract 8067, Cook County, Illinois","1763","211","null","null","1263","null","206","null","1099","178","null","null","164","92","null","null","91","47","null","null","0","null","12","null","16","18","null","null","0","12","null","null","57","81","null","null","212","65","null","null","10","13","null","null","67","33","null","null","135","null","55","null","0","12","null","null","0","12","null","null","0","12","null","null","8","null","14","null","6","11","null","null","5","10","null","null","44","31","null","null","225","null","84","null",
"1400000US17031806801","Census Tract 8068.01, Cook County, Illinois","1701","381","null","null","1326","null","278","null","1170","268","null","null","156","101","null","null","84","71","null","null","68","null","74","null","0","12","null","null","4","11","null","null","0","12","null","null","106","69","null","null","7","11","null","null","53","51","null","null","46","null","44","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","139","204","null","null","62","72","null","null","7","11","null","null","61","null","35","null",
"1400000US17031806802","Census Tract 8068.02, Cook County, Illinois","1269","237","null","null","1006","null","215","null","929","219","null","null","77","52","null","null","59","49","null","null","9","null","15","null","0","12","null","null","0","12","null","null","9","14","null","null","145","71","null","null","69","57","null","null","36","29","null","null","40","null","31","null","0","12","null","null","0","12","null","null","14","24","null","null","0","null","12","null","0","12","null","null","61","43","null","null","0","12","null","null","43","null","27","null",
"1400000US17031806900","Census Tract 8069, Cook County, Illinois","2257","314","null","null","1758","null","240","null","1380","248","null","null","378","168","null","null","305","149","null","null","67","null","109","null","0","17","null","null","6","12","null","null","0","17","null","null","208","131","null","null","44","70","null","null","47","47","null","null","117","null","90","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","25","41","null","null","26","34","null","null","47","77","null","null","193","null","126","null",
"1400000US17031807000","Census Tract 8070, Cook County, Illinois","2755","418","null","null","1977","null","386","null","1750","335","null","null","227","153","null","null","186","132","null","null","33","null","58","null","8","68","null","null","0","17","null","null","0","17","null","null","278","111","null","null","62","55","null","null","186","110","null","null","30","null","34","null","0","17","null","null","0","17","null","null","25","28","null","null","0","null","17","null","0","17","null","null","210","150","null","null","43","53","null","null","222","null","192","null",
"1400000US17031807100","Census Tract 8071, Cook County, Illinois","1499","249","null","null","1019","null","199","null","926","190","null","null","93","55","null","null","78","51","null","null","7","null","10","null","0","12","null","null","8","12","null","null","0","12","null","null","100","45","null","null","0","12","null","null","58","34","null","null","42","null","29","null","0","12","null","null","0","12","null","null","7","12","null","null","0","null","12","null","7","12","null","null","18","20","null","null","16","18","null","null","332","null","128","null",
"1400000US17031807200","Census Tract 8072, Cook County, Illinois","2564","367","null","null","2081","null","324","null","1788","261","null","null","293","147","null","null","221","120","null","null","32","null","35","null","40","58","null","null","0","17","null","null","0","17","null","null","99","49","null","null","38","42","null","null","53","33","null","null","8","null","11","null","0","17","null","null","0","17","null","null","8","13","null","null","0","null","17","null","3","5","null","null","82","53","null","null","10","15","null","null","281","null","173","null",
"1400000US17031807300","Census Tract 8073, Cook County, Illinois","3876","622","null","null","3419","null","588","null","2957","504","null","null","462","245","null","null","396","222","null","null","56","null","67","null","10","16","null","null","0","17","null","null","0","17","null","null","140","86","null","null","84","68","null","null","33","40","null","null","23","null","29","null","0","17","null","null","0","17","null","null","11","18","null","null","0","null","17","null","64","53","null","null","122","126","null","null","31","39","null","null","89","null","81","null",
"1400000US17031807400","Census Tract 8074, Cook County, Illinois","2967","422","null","null","2380","null","424","null","2050","417","null","null","330","248","null","null","321","247","null","null","9","null","15","null","0","17","null","null","0","17","null","null","0","17","null","null","207","102","null","null","38","56","null","null","116","69","null","null","53","null","51","null","0","17","null","null","0","17","null","null","47","57","null","null","20","null","23","null","12","18","null","null","81","78","null","null","51","76","null","null","169","null","199","null",
"1400000US17031807500","Census Tract 8075, Cook County, Illinois","1567","268","null","null","1276","null","206","null","1095","194","null","null","181","62","null","null","123","53","null","null","34","null","32","null","0","12","null","null","0","12","null","null","24","25","null","null","180","106","null","null","23","22","null","null","116","80","null","null","41","null","46","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","54","61","null","null","0","12","null","null","0","12","null","null","57","null","47","null",
"1400000US17031807600","Census Tract 8076, Cook County, Illinois","2596","472","null","null","2343","null","471","null","1725","421","null","null","618","260","null","null","397","196","null","null","88","null","98","null","116","160","null","null","17","28","null","null","0","17","null","null","124","95","null","null","41","47","null","null","38","37","null","null","30","null","52","null","15","32","null","null","0","17","null","null","14","23","null","null","0","null","17","null","0","17","null","null","17","24","null","null","0","17","null","null","98","null","50","null",
"1400000US17031807700","Census Tract 8077, Cook County, Illinois","2339","398","null","null","1905","null","324","null","1660","256","null","null","245","158","null","null","233","155","null","null","0","null","17","null","12","22","null","null","0","17","null","null","0","17","null","null","146","76","null","null","21","30","null","null","77","68","null","null","48","null","42","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","100","81","null","null","0","17","null","null","188","null","107","null",
"1400000US17031807800","Census Tract 8078, Cook County, Illinois","1145","168","null","null","873","null","136","null","714","109","null","null","159","80","null","null","102","61","null","null","57","null","49","null","0","12","null","null","0","12","null","null","0","12","null","null","122","60","null","null","22","17","null","null","41","23","null","null","59","null","49","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","18","17","null","null","0","12","null","null","132","null","70","null",
"1400000US17031807900","Census Tract 8079, Cook County, Illinois","1645","233","null","null","1431","null","221","null","1241","208","null","null","190","104","null","null","190","104","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","54","39","null","null","0","12","null","null","23","26","null","null","31","null","27","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","160","null","68","null",
"1400000US17031808001","Census Tract 8080.01, Cook County, Illinois","1686","327","null","null","1215","null","233","null","1017","184","null","null","198","104","null","null","186","98","null","null","12","null","22","null","0","12","null","null","0","12","null","null","0","12","null","null","89","60","null","null","36","31","null","null","16","19","null","null","37","null","48","null","0","12","null","null","0","12","null","null","11","18","null","null","0","null","12","null","0","12","null","null","12","13","null","null","38","48","null","null","321","null","246","null",
"1400000US17031808002","Census Tract 8080.02, Cook County, Illinois","1491","240","null","null","1357","null","229","null","1149","191","null","null","208","106","null","null","169","91","null","null","0","null","12","null","39","69","null","null","0","12","null","null","0","12","null","null","28","38","null","null","0","12","null","null","0","12","null","null","28","null","38","null","0","12","null","null","0","12","null","null","10","16","null","null","12","null","18","null","9","14","null","null","5","8","null","null","15","24","null","null","55","null","50","null",
"1400000US17031808100","Census Tract 8081, Cook County, Illinois","970","127","null","null","824","null","114","null","770","113","null","null","54","40","null","null","54","40","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","71","45","null","null","29","29","null","null","22","31","null","null","20","null","22","null","0","12","null","null","0","12","null","null","10","15","null","null","0","null","12","null","0","12","null","null","17","22","null","null","8","13","null","null","40","null","49","null",
"1400000US17031808200","Census Tract 8082, Cook County, Illinois","2545","254","null","null","2211","null","252","null","1898","233","null","null","313","141","null","null","114","73","null","null","119","null","108","null","68","69","null","null","12","21","null","null","0","17","null","null","79","47","null","null","33","29","null","null","5","9","null","null","41","null","35","null","0","17","null","null","0","17","null","null","44","42","null","null","0","null","17","null","37","43","null","null","30","34","null","null","7","9","null","null","137","null","75","null",
"1400000US17031808301","Census Tract 8083.01, Cook County, Illinois","2545","551","null","null","2004","null","415","null","1611","373","null","null","393","165","null","null","213","146","null","null","111","null","78","null","69","72","null","null","0","17","null","null","0","17","null","null","202","92","null","null","17","27","null","null","13","19","null","null","172","null","95","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","5","26","null","null","83","85","null","null","34","34","null","null","217","null","200","null",
"1400000US17031808302","Census Tract 8083.02, Cook County, Illinois","2071","307","null","null","1817","null","283","null","1655","288","null","null","162","76","null","null","145","74","null","null","0","null","12","null","17","19","null","null","0","12","null","null","0","12","null","null","109","53","null","null","18","22","null","null","59","41","null","null","32","null","30","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","34","27","null","null","0","12","null","null","111","null","90","null",
"1400000US17031808400","Census Tract 8084, Cook County, Illinois","2056","380","null","null","1614","null","387","null","1458","373","null","null","156","93","null","null","67","45","null","null","69","null","80","null","3","8","null","null","14","22","null","null","3","8","null","null","203","107","null","null","57","49","null","null","17","22","null","null","129","null","72","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","10","15","null","null","20","24","null","null","23","29","null","null","186","null","79","null",
"1400000US17031808500","Census Tract 8085, Cook County, Illinois","1993","243","null","null","1631","null","245","null","1519","220","null","null","112","77","null","null","56","45","null","null","21","null","23","null","28","35","null","null","7","13","null","null","0","12","null","null","173","68","null","null","43","45","null","null","25","20","null","null","105","null","52","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","10","15","null","null","0","12","null","null","179","null","84","null",
