"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005EA","B08301_005M","B08301_005MA","B08301_006E","B08301_006M","B08301_006MA","B08301_006EA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009EA","B08301_009M","B08301_009MA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011EA","B08301_011M","B08301_011MA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013M","B08301_013MA","B08301_013EA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016EA","B08301_016M","B08301_016MA","B08301_017E","B08301_017M","B08301_017MA","B08301_017EA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020EA","B08301_020M","B08301_020MA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"1400000US17031310400","Census Tract 3104, Cook County, Illinois","610","96","null","null","370","80","null","null","277","null","76","null","93","null","45","null","93","null","45","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","128","null","57","null","71","null","37","null","13","19","null","null","35","27","null","null","9","19","null","null","0","null","11","null","0","null","11","null","0","11","null","null","87","67","null","null","25","22","null","null","0","null","11","null","0","null","11","null",
"1400000US17031310500","Census Tract 3105, Cook County, Illinois","737","162","null","null","465","140","null","null","388","null","129","null","77","null","45","null","77","null","45","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","79","null","55","null","61","null","52","null","0","11","null","null","18","20","null","null","0","11","null","null","0","null","11","null","7","null","10","null","0","11","null","null","51","32","null","null","75","45","null","null","19","null","30","null","41","null","40","null",
"1400000US17031310600","Census Tract 3106, Cook County, Illinois","2292","335","null","null","1083","263","null","null","821","null","257","null","262","null","146","null","226","null","137","null","14","23","null","null","16","25","null","null","6","25","null","null","0","null","15","null","941","null","291","null","787","null","302","null","15","24","null","null","139","84","null","null","0","15","null","null","0","null","15","null","22","null","33","null","0","15","null","null","67","56","null","null","89","69","null","null","31","null","50","null","59","null","58","null",
"1400000US17031310700","Census Tract 3107, Cook County, Illinois","764","159","null","null","224","92","null","null","191","null","77","null","33","null","27","null","33","null","27","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","306","null","92","null","171","null","90","null","0","11","null","null","135","49","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","124","65","null","null","65","39","null","null","0","null","11","null","45","null","36","null",
"1400000US17031310800","Census Tract 3108, Cook County, Illinois","2372","301","null","null","1149","242","null","null","771","null","187","null","378","null","150","null","216","null","98","null","67","60","null","null","77","79","null","null","0","11","null","null","18","null","31","null","914","null","208","null","436","null","195","null","51","51","null","null","348","126","null","null","79","58","null","null","0","null","11","null","0","null","11","null","0","11","null","null","64","57","null","null","164","191","null","null","43","null","47","null","38","null","49","null",
"1400000US17031310900","Census Tract 3109, Cook County, Illinois","2223","277","null","null","1237","238","null","null","920","null","212","null","317","null","187","null","172","null","121","null","57","78","null","null","38","43","null","null","50","77","null","null","0","null","15","null","785","null","215","null","260","null","110","null","0","15","null","null","474","153","null","null","51","74","null","null","0","null","15","null","0","null","15","null","7","10","null","null","69","44","null","null","94","75","null","null","0","null","15","null","31","null","39","null",
"1400000US17031320100","Census Tract 3201, Cook County, Illinois","7176","702","null","null","1672","506","null","null","1527","null","479","null","145","null","168","null","35","null","58","null","110","159","null","null","0","17","null","null","0","17","null","null","0","null","17","null","1130","null","386","null","499","null","268","null","0","17","null","null","347","220","null","null","284","190","null","null","0","null","17","null","178","null","220","null","0","17","null","null","0","17","null","null","3332","517","null","null","2","null","5","null","862","null","256","null",
"1400000US17031320400","Census Tract 3204, Cook County, Illinois","1332","240","null","null","240","67","null","null","196","null","56","null","44","null","39","null","44","null","39","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","297","null","111","null","46","null","35","null","0","11","null","null","214","111","null","null","37","31","null","null","0","null","11","null","5","null","7","null","0","11","null","null","0","11","null","null","651","147","null","null","16","null","14","null","123","null","85","null",
"1400000US17031320600","Census Tract 3206, Cook County, Illinois","3373","344","null","null","1187","286","null","null","1115","null","282","null","72","null","84","null","52","null","77","null","0","11","null","null","20","31","null","null","0","11","null","null","0","null","11","null","904","null","229","null","325","null","141","null","11","18","null","null","498","179","null","null","70","55","null","null","0","null","11","null","35","null","51","null","0","11","null","null","36","42","null","null","951","234","null","null","18","null","30","null","242","null","200","null",
"1400000US17031330100","Census Tract 3301, Cook County, Illinois","11855","1276","null","null","6004","991","null","null","5142","null","898","null","862","null","458","null","782","null","430","null","70","75","null","null","10","22","null","null","0","17","null","null","0","null","17","null","3288","null","745","null","1904","null","585","null","0","17","null","null","1348","571","null","null","36","62","null","null","0","null","17","null","413","null","235","null","0","17","null","null","256","172","null","null","1079","408","null","null","90","null","106","null","725","null","378","null",
"1400000US17031330200","Census Tract 3302, Cook County, Illinois","2062","195","null","null","1059","179","null","null","946","null","171","null","113","null","58","null","91","null","52","null","9","14","null","null","0","11","null","null","13","21","null","null","0","null","11","null","499","null","132","null","252","null","85","null","0","11","null","null","156","71","null","null","91","71","null","null","0","null","11","null","21","null","21","null","0","11","null","null","54","38","null","null","228","71","null","null","0","null","11","null","201","null","86","null",
"1400000US17031340300","Census Tract 3403, Cook County, Illinois","694","127","null","null","418","106","null","null","272","null","72","null","146","null","82","null","30","null","30","null","6","11","null","null","7","10","null","null","79","76","null","null","24","null","24","null","147","null","51","null","105","null","47","null","0","11","null","null","42","34","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","100","46","null","null","11","null","21","null","18","null","24","null",
"1400000US17031340400","Census Tract 3404, Cook County, Illinois","939","163","null","null","464","149","null","null","272","null","89","null","192","null","84","null","75","null","38","null","42","43","null","null","25","44","null","null","45","37","null","null","5","null","7","null","313","null","107","null","199","null","83","null","0","11","null","null","114","77","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","5","7","null","null","145","40","null","null","5","null","9","null","7","null","12","null",
"1400000US17031340500","Census Tract 3405, Cook County, Illinois","683","141","null","null","395","112","null","null","330","null","87","null","65","null","60","null","55","null","60","null","4","7","null","null","0","11","null","null","6","8","null","null","0","null","11","null","133","null","58","null","27","null","21","null","0","11","null","null","106","56","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","29","23","null","null","109","51","null","null","0","null","11","null","17","null","16","null",
"1400000US17031340600","Census Tract 3406, Cook County, Illinois","175","49","null","null","92","44","null","null","73","null","40","null","19","null","21","null","19","null","21","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","71","null","32","null","52","null","30","null","0","11","null","null","19","15","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","12","13","null","null","0","null","11","null","0","null","11","null",
"1400000US17031350100","Census Tract 3501, Cook County, Illinois","1042","109","null","null","474","113","null","null","424","null","115","null","50","null","34","null","31","null","30","null","9","15","null","null","10","15","null","null","0","11","null","null","0","null","11","null","514","null","111","null","461","null","115","null","0","11","null","null","34","33","null","null","19","31","null","null","0","null","11","null","0","null","11","null","0","11","null","null","9","15","null","null","34","43","null","null","0","null","11","null","11","null","16","null",
"1400000US17031350400","Census Tract 3504, Cook County, Illinois","326","63","null","null","122","41","null","null","106","null","41","null","16","null","17","null","16","null","17","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","176","null","47","null","152","null","38","null","0","11","null","null","24","21","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","14","15","null","null","0","null","11","null","14","null","11","null",
"1400000US17031351000","Census Tract 3510, Cook County, Illinois","2080","241","null","null","1158","234","null","null","1045","null","240","null","113","null","90","null","81","null","69","null","0","11","null","null","0","11","null","null","32","47","null","null","0","null","11","null","719","null","189","null","637","null","173","null","0","11","null","null","82","81","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","31","37","null","null","77","70","null","null","0","null","11","null","95","null","102","null",
"1400000US17031351100","Census Tract 3511, Cook County, Illinois","408","103","null","null","263","78","null","null","234","null","77","null","29","null","30","null","6","null","10","null","18","25","null","null","0","11","null","null","5","8","null","null","0","null","11","null","126","null","52","null","99","null","44","null","0","11","null","null","27","30","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","19","null","29","null",
"1400000US17031351400","Census Tract 3514, Cook County, Illinois","416","83","null","null","164","55","null","null","118","null","47","null","46","null","31","null","46","null","31","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","139","null","63","null","30","null","21","null","0","11","null","null","109","56","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","96","47","null","null","13","null","17","null","4","null","6","null",
"1400000US17031351500","Census Tract 3515, Cook County, Illinois","202","59","null","null","115","50","null","null","76","null","32","null","39","null","24","null","30","null","25","null","9","9","null","null","0","11","null","null","0","11","null","null","0","null","11","null","54","null","29","null","5","null","7","null","0","11","null","null","40","25","null","null","9","14","null","null","0","null","11","null","0","null","11","null","0","11","null","null","7","11","null","null","11","13","null","null","0","null","11","null","15","null","19","null",
"1400000US17031360200","Census Tract 3602, Cook County, Illinois","446","95","null","null","220","74","null","null","217","null","72","null","3","null","9","null","3","null","9","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","210","null","78","null","173","null","64","null","0","11","null","null","37","40","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","16","18","null","null","0","null","11","null","0","null","11","null",
"1400000US17031380100","Census Tract 3801, Cook County, Illinois","655","125","null","null","426","110","null","null","391","null","102","null","35","null","32","null","29","null","30","null","6","9","null","null","0","11","null","null","0","11","null","null","0","null","11","null","118","null","57","null","45","null","36","null","0","11","null","null","58","42","null","null","15","22","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","73","59","null","null","0","null","11","null","38","null","29","null",
"1400000US17031380200","Census Tract 3802, Cook County, Illinois","479","128","null","null","298","95","null","null","270","null","92","null","28","null","25","null","28","null","25","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","161","null","85","null","77","null","49","null","0","11","null","null","59","47","null","null","25","38","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","20","null","25","null",
"1400000US17031380500","Census Tract 3805, Cook County, Illinois","228","73","null","null","151","66","null","null","144","null","65","null","7","null","10","null","7","null","10","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","65","null","38","null","55","null","35","null","0","11","null","null","10","16","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","2","null","4","null","10","null","10","null",
"1400000US17031380700","Census Tract 3807, Cook County, Illinois","403","92","null","null","226","63","null","null","199","null","55","null","27","null","24","null","15","null","16","null","5","7","null","null","0","11","null","null","7","10","null","null","0","null","11","null","157","null","61","null","93","null","47","null","10","16","null","null","42","33","null","null","12","17","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","10","10","null","null","0","null","11","null","10","null","11","null",
"1400000US17031381200","Census Tract 3812, Cook County, Illinois","835","177","null","null","591","179","null","null","506","null","157","null","85","null","69","null","85","null","69","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","207","null","80","null","83","null","73","null","0","11","null","null","124","74","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","37","null","44","null",
"1400000US17031381400","Census Tract 3814, Cook County, Illinois","652","124","null","null","272","89","null","null","199","null","74","null","73","null","48","null","73","null","48","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","339","null","88","null","121","null","71","null","0","11","null","null","211","86","null","null","7","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","41","45","null","null","0","null","11","null","0","null","11","null",
"1400000US17031381500","Census Tract 3815, Cook County, Illinois","110","78","null","null","37","43","null","null","9","null","10","null","28","null","42","null","28","null","42","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","53","null","39","null","4","null","6","null","0","11","null","null","49","39","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","12","10","null","null","8","null","10","null","0","null","11","null",
"1400000US17031381700","Census Tract 3817, Cook County, Illinois","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null",
"1400000US17031381800","Census Tract 3818, Cook County, Illinois","512","123","null","null","281","100","null","null","276","null","101","null","5","null","7","null","5","null","7","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","178","null","69","null","105","null","51","null","0","11","null","null","59","57","null","null","14","22","null","null","0","null","11","null","14","null","22","null","0","11","null","null","7","11","null","null","7","11","null","null","8","null","12","null","17","null","24","null",
"1400000US17031381900","Census Tract 3819, Cook County, Illinois","521","116","null","null","284","94","null","null","273","null","95","null","11","null","16","null","11","null","16","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","196","null","112","null","154","null","100","null","15","20","null","null","27","32","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","17","15","null","null","5","null","11","null","19","null","16","null",
"1400000US17031390100","Census Tract 3901, Cook County, Illinois","686","120","null","null","361","80","null","null","330","null","75","null","31","null","16","null","20","null","14","null","11","12","null","null","0","11","null","null","0","11","null","null","0","null","11","null","219","null","77","null","196","null","71","null","0","11","null","null","0","11","null","null","23","24","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","5","7","null","null","31","null","33","null","70","null","48","null",
"1400000US17031390200","Census Tract 3902, Cook County, Illinois","843","127","null","null","358","79","null","null","334","null","79","null","24","null","25","null","24","null","25","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","310","null","95","null","201","null","86","null","0","11","null","null","89","62","null","null","20","23","null","null","0","null","11","null","0","null","11","null","0","11","null","null","30","27","null","null","40","34","null","null","14","null","19","null","91","null","53","null",
"1400000US17031390300","Census Tract 3903, Cook County, Illinois","823","153","null","null","498","136","null","null","463","null","129","null","35","null","30","null","28","null","26","null","7","13","null","null","0","11","null","null","0","11","null","null","0","null","11","null","244","null","83","null","182","null","63","null","0","11","null","null","62","54","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","9","15","null","null","0","null","11","null","72","null","61","null",
"1400000US17031390400","Census Tract 3904, Cook County, Illinois","1067","222","null","null","512","184","null","null","483","null","182","null","29","null","36","null","21","null","34","null","0","11","null","null","0","11","null","null","8","13","null","null","0","null","11","null","394","null","133","null","338","null","132","null","0","11","null","null","56","42","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","21","34","null","null","89","80","null","null","18","null","19","null","33","null","58","null",
"1400000US17031390500","Census Tract 3905, Cook County, Illinois","763","82","null","null","386","78","null","null","361","null","76","null","25","null","21","null","5","null","7","null","9","15","null","null","11","13","null","null","0","11","null","null","0","null","11","null","220","null","65","null","175","null","58","null","0","11","null","null","26","24","null","null","19","20","null","null","0","null","11","null","0","null","11","null","0","11","null","null","30","26","null","null","41","25","null","null","20","null","24","null","66","null","45","null",
"1400000US17031390600","Census Tract 3906, Cook County, Illinois","1008","137","null","null","605","99","null","null","553","null","96","null","52","null","26","null","32","null","23","null","20","15","null","null","0","11","null","null","0","11","null","null","0","null","11","null","187","null","57","null","160","null","49","null","1","3","null","null","13","16","null","null","13","14","null","null","0","null","11","null","8","null","13","null","8","11","null","null","31","24","null","null","93","52","null","null","33","null","37","null","43","null","28","null",
"1400000US17031390700","Census Tract 3907, Cook County, Illinois","2378","363","null","null","967","303","null","null","902","null","281","null","65","null","75","null","65","null","75","null","0","15","null","null","0","15","null","null","0","15","null","null","0","null","15","null","1069","null","219","null","816","null","201","null","0","15","null","null","78","78","null","null","175","123","null","null","0","null","15","null","0","null","15","null","0","15","null","null","46","42","null","null","97","101","null","null","10","null","23","null","189","null","106","null",
"1400000US17031400300","Census Tract 4003, Cook County, Illinois","425","75","null","null","207","65","null","null","146","null","55","null","61","null","39","null","56","null","37","null","5","8","null","null","0","11","null","null","0","11","null","null","0","null","11","null","135","null","45","null","58","null","30","null","0","11","null","null","77","35","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","14","22","null","null","52","42","null","null","8","null","12","null","9","null","15","null",
"1400000US17031400400","Census Tract 4004, Cook County, Illinois","547","124","null","null","321","89","null","null","297","null","90","null","24","null","18","null","24","null","18","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","199","null","72","null","148","null","64","null","0","11","null","null","40","33","null","null","11","16","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","20","24","null","null","0","null","11","null","7","null","12","null",
"1400000US17031400500","Census Tract 4005, Cook County, Illinois","499","107","null","null","192","58","null","null","150","null","53","null","42","null","36","null","42","null","36","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","225","null","80","null","151","null","71","null","16","25","null","null","58","43","null","null","0","11","null","null","0","null","11","null","10","null","14","null","0","11","null","null","0","11","null","null","67","49","null","null","0","null","11","null","5","null","7","null",
"1400000US17031400800","Census Tract 4008, Cook County, Illinois","806","190","null","null","317","139","null","null","215","null","107","null","102","null","88","null","90","null","86","null","0","11","null","null","12","19","null","null","0","11","null","null","0","null","11","null","370","null","123","null","350","null","126","null","0","11","null","null","20","20","null","null","0","11","null","null","0","null","11","null","24","null","37","null","0","11","null","null","0","11","null","null","78","72","null","null","0","null","11","null","17","null","25","null",
"1400000US17031410100","Census Tract 4101, Cook County, Illinois","957","167","null","null","282","104","null","null","188","null","74","null","94","null","76","null","48","null","43","null","46","67","null","null","0","11","null","null","0","11","null","null","0","null","11","null","348","null","103","null","277","null","93","null","0","11","null","null","12","14","null","null","59","45","null","null","0","null","11","null","23","null","29","null","0","11","null","null","48","43","null","null","145","73","null","null","0","null","11","null","111","null","58","null",
"1400000US17031410200","Census Tract 4102, Cook County, Illinois","473","75","null","null","96","37","null","null","90","null","37","null","6","null","9","null","6","null","9","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","216","null","69","null","200","null","65","null","0","11","null","null","10","21","null","null","6","9","null","null","0","null","11","null","0","null","11","null","0","11","null","null","9","10","null","null","139","58","null","null","0","null","11","null","13","null","14","null",
"1400000US17031410500","Census Tract 4105, Cook County, Illinois","1222","202","null","null","475","147","null","null","429","null","138","null","46","null","36","null","36","null","29","null","0","11","null","null","0","11","null","null","10","19","null","null","0","null","11","null","402","null","125","null","306","null","115","null","0","11","null","null","33","34","null","null","63","66","null","null","0","null","11","null","0","null","11","null","0","11","null","null","88","70","null","null","211","109","null","null","9","null","14","null","37","null","33","null",
"1400000US17031410600","Census Tract 4106, Cook County, Illinois","1049","174","null","null","281","97","null","null","260","null","96","null","21","null","22","null","12","null","16","null","9","15","null","null","0","11","null","null","0","11","null","null","0","null","11","null","250","null","95","null","171","null","92","null","0","11","null","null","62","37","null","null","17","18","null","null","0","null","11","null","3","null","6","null","0","11","null","null","28","28","null","null","372","110","null","null","18","null","20","null","97","null","56","null",
"1400000US17031410700","Census Tract 4107, Cook County, Illinois","1132","197","null","null","278","92","null","null","259","null","93","null","19","null","25","null","8","null","17","null","0","11","null","null","0","11","null","null","0","11","null","null","11","null","19","null","282","null","95","null","222","null","79","null","0","11","null","null","41","41","null","null","19","23","null","null","0","null","11","null","0","null","11","null","0","11","null","null","67","52","null","null","409","131","null","null","7","null","12","null","89","null","50","null",
"1400000US17031410800","Census Tract 4108, Cook County, Illinois","1423","208","null","null","456","143","null","null","441","null","142","null","15","null","20","null","15","null","20","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","291","null","118","null","192","null","103","null","0","11","null","null","44","51","null","null","55","39","null","null","0","null","11","null","0","null","11","null","0","11","null","null","69","43","null","null","495","151","null","null","0","null","11","null","112","null","56","null",
"1400000US17031410900","Census Tract 4109, Cook County, Illinois","1540","167","null","null","559","106","null","null","471","null","95","null","88","null","47","null","73","null","43","null","7","12","null","null","0","11","null","null","8","13","null","null","0","null","11","null","455","null","133","null","352","null","124","null","8","12","null","null","43","30","null","null","52","36","null","null","0","null","11","null","8","null","14","null","0","11","null","null","133","67","null","null","276","120","null","null","17","null","22","null","92","null","47","null",
"1400000US17031411000","Census Tract 4110, Cook County, Illinois","1595","229","null","null","636","188","null","null","521","null","151","null","115","null","102","null","73","null","82","null","42","62","null","null","0","11","null","null","0","11","null","null","0","null","11","null","522","null","155","null","401","null","134","null","0","11","null","null","63","54","null","null","58","51","null","null","0","null","11","null","20","null","31","null","0","11","null","null","81","49","null","null","240","95","null","null","8","null","15","null","88","null","87","null",
"1400000US17031411100","Census Tract 4111, Cook County, Illinois","1130","118","null","null","183","55","null","null","155","null","47","null","28","null","27","null","4","null","6","null","8","12","null","null","16","22","null","null","0","11","null","null","0","null","11","null","147","null","53","null","18","null","22","null","0","11","null","null","65","42","null","null","64","28","null","null","0","null","11","null","5","null","7","null","0","11","null","null","65","34","null","null","673","104","null","null","4","null","7","null","53","null","25","null",
"1400000US17031411200","Census Tract 4112, Cook County, Illinois","900","108","null","null","277","70","null","null","234","null","68","null","43","null","28","null","39","null","26","null","4","9","null","null","0","11","null","null","0","11","null","null","0","null","11","null","91","null","36","null","23","null","19","null","0","11","null","null","27","22","null","null","41","22","null","null","0","null","11","null","0","null","11","null","0","11","null","null","8","9","null","null","395","91","null","null","14","null","20","null","115","null","40","null",
"1400000US17031420100","Census Tract 4201, Cook County, Illinois","420","87","null","null","177","69","null","null","174","null","68","null","3","null","4","null","3","null","4","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","171","null","55","null","144","null","49","null","0","11","null","null","22","23","null","null","5","11","null","null","0","null","11","null","23","null","24","null","0","11","null","null","0","11","null","null","37","28","null","null","0","null","11","null","12","null","12","null",
"1400000US17031420200","Census Tract 4202, Cook County, Illinois","590","109","null","null","327","92","null","null","269","null","70","null","58","null","65","null","58","null","65","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","131","null","49","null","85","null","34","null","6","9","null","null","31","25","null","null","9","15","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","117","61","null","null","0","null","11","null","15","null","15","null",
"1400000US17031420300","Census Tract 4203, Cook County, Illinois","826","136","null","null","336","88","null","null","305","null","85","null","31","null","26","null","24","null","22","null","0","11","null","null","0","11","null","null","0","11","null","null","7","null","13","null","182","null","68","null","123","null","56","null","0","11","null","null","59","39","null","null","0","11","null","null","0","null","11","null","5","null","7","null","0","11","null","null","24","35","null","null","255","102","null","null","7","null","12","null","17","null","16","null",
"1400000US17031420400","Census Tract 4204, Cook County, Illinois","449","139","null","null","167","57","null","null","149","null","57","null","18","null","20","null","18","null","20","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","82","null","52","null","46","null","46","null","0","11","null","null","31","30","null","null","5","8","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","157","70","null","null","0","null","11","null","43","null","48","null",
"1400000US17031420500","Census Tract 4205, Cook County, Illinois","491","131","null","null","245","107","null","null","207","null","92","null","38","null","43","null","38","null","43","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","179","null","74","null","143","null","65","null","0","11","null","null","36","39","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","45","38","null","null","0","null","11","null","22","null","33","null",
"1400000US17031420600","Census Tract 4206, Cook County, Illinois","392","102","null","null","133","54","null","null","128","null","52","null","5","null","9","null","5","null","9","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","240","null","81","null","204","null","77","null","0","11","null","null","20","22","null","null","16","25","null","null","0","null","11","null","0","null","11","null","0","11","null","null","4","8","null","null","15","25","null","null","0","null","11","null","0","null","11","null",
"1400000US17031420700","Census Tract 4207, Cook County, Illinois","690","185","null","null","332","136","null","null","250","null","128","null","82","null","46","null","46","null","32","null","27","42","null","null","4","8","null","null","5","9","null","null","0","null","11","null","249","null","102","null","180","null","89","null","0","11","null","null","54","51","null","null","15","22","null","null","0","null","11","null","0","null","11","null","0","11","null","null","23","27","null","null","24","31","null","null","29","null","32","null","33","null","31","null",
"1400000US17031420800","Census Tract 4208, Cook County, Illinois","675","135","null","null","453","122","null","null","399","null","120","null","54","null","26","null","40","null","27","null","7","10","null","null","0","11","null","null","7","10","null","null","0","null","11","null","154","null","53","null","85","null","42","null","0","11","null","null","69","29","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","8","13","null","null","9","12","null","null","20","null","24","null","31","null","23","null",
"1400000US17031421200","Census Tract 4212, Cook County, Illinois","600","180","null","null","330","115","null","null","284","null","97","null","46","null","55","null","34","null","52","null","12","20","null","null","0","11","null","null","0","11","null","null","0","null","11","null","191","null","94","null","130","null","73","null","0","11","null","null","43","43","null","null","18","21","null","null","0","null","11","null","13","null","20","null","0","11","null","null","0","11","null","null","29","36","null","null","0","null","11","null","37","null","39","null",
"1400000US17031430101","Census Tract 4301.01, Cook County, Illinois","1381","313","null","null","887","259","null","null","792","null","239","null","95","null","98","null","95","null","98","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","433","null","177","null","368","null","166","null","22","36","null","null","0","11","null","null","43","65","null","null","0","null","11","null","0","null","11","null","0","11","null","null","11","17","null","null","32","51","null","null","9","null","16","null","9","null","14","null",
"1400000US17031430102","Census Tract 4301.02, Cook County, Illinois","1294","261","null","null","566","242","null","null","460","null","214","null","106","null","81","null","106","null","81","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","677","null","162","null","562","null","157","null","0","11","null","null","75","60","null","null","40","39","null","null","0","null","11","null","33","null","50","null","0","11","null","null","0","11","null","null","14","24","null","null","4","null","19","null","0","null","11","null",
"1400000US17031430200","Census Tract 4302, Cook County, Illinois","1702","388","null","null","1076","444","null","null","978","null","412","null","98","null","89","null","98","null","89","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","431","null","255","null","375","null","263","null","0","11","null","null","0","11","null","null","56","52","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","30","57","null","null","0","null","11","null","165","null","162","null",
"1400000US17031430300","Census Tract 4303, Cook County, Illinois","593","152","null","null","404","122","null","null","343","null","117","null","61","null","58","null","61","null","58","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","162","null","70","null","122","null","64","null","0","11","null","null","6","9","null","null","34","30","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","21","25","null","null","0","null","11","null","6","null","9","null",
"1400000US17031430400","Census Tract 4304, Cook County, Illinois","989","300","null","null","510","177","null","null","373","null","143","null","137","null","102","null","94","null","100","null","9","14","null","null","0","11","null","null","34","39","null","null","0","null","11","null","351","null","154","null","292","null","149","null","8","14","null","null","0","11","null","null","51","49","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","31","39","null","null","0","null","11","null","97","null","98","null",
