"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003EA","B02001_003M","B02001_003MA","B02001_004E","B02001_004EA","B02001_004M","B02001_004MA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007M","B02001_007MA","B02001_007EA","B02001_008E","B02001_008EA","B02001_008M","B02001_008MA","B02001_009E","B02001_009EA","B02001_009M","B02001_009MA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1400000US17031081500","Census Tract 815, Cook County, Illinois","4196","null","444","null","3352","395","null","null","23","null","27","null","0","null","11","null","698","null","247","null","0","null","11","null","13","20","null","null","110","null","106","null","0","null","11","null","110","null","106","null",
"1400000US17031081600","Census Tract 816, Cook County, Illinois","3385","null","355","null","2572","294","null","null","58","null","53","null","0","null","11","null","412","null","241","null","0","null","11","null","165","156","null","null","178","null","113","null","13","null","21","null","165","null","111","null",
"1400000US17031081700","Census Tract 817, Cook County, Illinois","3225","null","416","null","2341","449","null","null","166","null","119","null","0","null","11","null","443","null","188","null","0","null","11","null","260","328","null","null","15","null","24","null","0","null","11","null","15","null","24","null",
"1400000US17031081800","Census Tract 818, Cook County, Illinois","7243","null","402","null","6191","444","null","null","188","null","126","null","33","null","50","null","571","null","219","null","0","null","16","null","57","66","null","null","203","null","144","null","69","null","82","null","134","null","119","null",
"1400000US17031081900","Census Tract 819, Cook County, Illinois","1297","null","210","null","451","88","null","null","674","null","206","null","0","null","11","null","91","null","63","null","0","null","11","null","6","10","null","null","75","null","76","null","0","null","11","null","75","null","76","null",
"1400000US17031090100","Census Tract 901, Cook County, Illinois","3122","null","270","null","2983","251","null","null","0","null","11","null","0","null","11","null","49","null","58","null","0","null","11","null","65","69","null","null","25","null","28","null","14","null","22","null","11","null","18","null",
"1400000US17031090200","Census Tract 902, Cook County, Illinois","6331","null","464","null","6027","496","null","null","0","null","16","null","0","null","16","null","188","null","170","null","0","null","16","null","40","38","null","null","76","null","55","null","0","null","16","null","76","null","55","null",
"1400000US17031090300","Census Tract 903, Cook County, Illinois","1431","null","110","null","1405","115","null","null","0","null","11","null","0","null","11","null","21","null","22","null","0","null","11","null","0","11","null","null","5","null","8","null","0","null","11","null","5","null","8","null",
"1400000US17031100100","Census Tract 1001, Cook County, Illinois","5989","null","616","null","5222","605","null","null","27","null","24","null","0","null","16","null","284","null","333","null","0","null","16","null","122","133","null","null","334","null","219","null","51","null","70","null","283","null","208","null",
"1400000US17031100200","Census Tract 1002, Cook County, Illinois","7024","null","678","null","5875","595","null","null","224","null","262","null","34","null","78","null","188","null","211","null","13","null","21","null","614","381","null","null","76","null","57","null","37","null","58","null","39","null","51","null",
"1400000US17031100300","Census Tract 1003, Cook County, Illinois","6209","null","577","null","5767","523","null","null","84","null","56","null","7","null","15","null","83","null","68","null","0","null","16","null","36","38","null","null","232","null","238","null","101","null","124","null","131","null","202","null",
"1400000US17031100400","Census Tract 1004, Cook County, Illinois","2961","null","139","null","2887","132","null","null","4","null","6","null","0","null","11","null","41","null","37","null","0","null","11","null","0","11","null","null","29","null","28","null","0","null","11","null","29","null","28","null",
"1400000US17031100500","Census Tract 1005, Cook County, Illinois","5162","null","607","null","4677","579","null","null","3","null","5","null","38","null","59","null","141","null","81","null","0","null","16","null","212","203","null","null","91","null","103","null","0","null","16","null","91","null","103","null",
"1400000US17031100600","Census Tract 1006, Cook County, Illinois","4938","null","376","null","4278","351","null","null","19","null","29","null","0","null","11","null","318","null","101","null","0","null","11","null","190","172","null","null","133","null","110","null","0","null","11","null","133","null","110","null",
"1400000US17031100700","Census Tract 1007, Cook County, Illinois","4705","null","284","null","4108","286","null","null","17","null","25","null","0","null","11","null","416","null","152","null","0","null","11","null","164","91","null","null","0","null","11","null","0","null","11","null","0","null","11","null",
"1400000US17031110100","Census Tract 1101, Cook County, Illinois","5993","null","776","null","4748","744","null","null","76","null","115","null","0","null","16","null","654","null","217","null","0","null","16","null","373","285","null","null","142","null","105","null","74","null","71","null","68","null","83","null",
"1400000US17031110200","Census Tract 1102, Cook County, Illinois","2893","null","315","null","2366","360","null","null","14","null","20","null","21","null","31","null","378","null","274","null","0","null","11","null","26","36","null","null","88","null","63","null","0","null","11","null","88","null","63","null",
"1400000US17031110300","Census Tract 1103, Cook County, Illinois","5310","null","474","null","4568","424","null","null","37","null","44","null","50","null","70","null","526","null","178","null","0","null","16","null","44","36","null","null","85","null","88","null","25","null","49","null","60","null","76","null",
"1400000US17031110400","Census Tract 1104, Cook County, Illinois","4734","null","362","null","3874","418","null","null","26","null","26","null","0","null","11","null","361","null","245","null","0","null","11","null","315","209","null","null","158","null","115","null","47","null","54","null","111","null","88","null",
"1400000US17031110501","Census Tract 1105.01, Cook County, Illinois","4837","null","522","null","3863","458","null","null","157","null","203","null","0","null","11","null","448","null","134","null","0","null","11","null","227","253","null","null","142","null","130","null","100","null","122","null","42","null","38","null",
"1400000US17031110502","Census Tract 1105.02, Cook County, Illinois","3445","null","426","null","2661","488","null","null","34","null","55","null","0","null","11","null","355","null","220","null","0","null","11","null","316","219","null","null","79","null","70","null","0","null","11","null","79","null","70","null",
"1400000US17031120100","Census Tract 1201, Cook County, Illinois","3935","null","270","null","3608","280","null","null","3","null","6","null","0","null","11","null","212","null","190","null","0","null","11","null","54","82","null","null","58","null","58","null","0","null","11","null","58","null","58","null",
"1400000US17031120200","Census Tract 1202, Cook County, Illinois","4526","null","288","null","3776","263","null","null","38","null","41","null","16","null","25","null","515","null","226","null","0","null","11","null","39","46","null","null","142","null","111","null","20","null","29","null","122","null","108","null",
"1400000US17031120300","Census Tract 1203, Cook County, Illinois","6513","null","467","null","4951","557","null","null","112","null","150","null","0","null","16","null","1086","null","289","null","0","null","16","null","192","177","null","null","172","null","127","null","98","null","121","null","74","null","64","null",
"1400000US17031120400","Census Tract 1204, Cook County, Illinois","3736","null","385","null","2425","287","null","null","0","null","11","null","0","null","11","null","543","null","164","null","0","null","11","null","681","394","null","null","87","null","70","null","9","null","32","null","78","null","69","null",
"1400000US17031130100","Census Tract 1301, Cook County, Illinois","6149","null","615","null","4112","731","null","null","78","null","58","null","35","null","41","null","1640","null","593","null","0","null","16","null","250","313","null","null","34","null","39","null","0","null","16","null","34","null","39","null",
"1400000US17031130200","Census Tract 1302, Cook County, Illinois","1530","null","181","null","1296","193","null","null","58","null","65","null","0","null","11","null","162","null","154","null","0","null","11","null","0","11","null","null","14","null","17","null","14","null","17","null","0","null","11","null",
"1400000US17031130300","Census Tract 1303, Cook County, Illinois","5403","null","432","null","2704","331","null","null","138","null","129","null","0","null","16","null","1940","null","431","null","0","null","16","null","397","187","null","null","224","null","171","null","203","null","170","null","21","null","18","null",
"1400000US17031140100","Census Tract 1401, Cook County, Illinois","4034","null","574","null","1667","596","null","null","411","null","229","null","0","null","11","null","561","null","218","null","0","null","11","null","1319","510","null","null","76","null","90","null","35","null","64","null","41","null","51","null",
"1400000US17031140200","Census Tract 1402, Cook County, Illinois","5998","null","700","null","2480","384","null","null","216","null","118","null","71","null","106","null","946","null","367","null","112","null","143","null","1944","677","null","null","229","null","129","null","115","null","88","null","114","null","90","null",
"1400000US17031140301","Census Tract 1403.01, Cook County, Illinois","2739","null","528","null","1048","390","null","null","43","null","61","null","0","null","11","null","442","null","240","null","0","null","11","null","1192","579","null","null","14","null","23","null","0","null","11","null","14","null","23","null",
"1400000US17031140302","Census Tract 1403.02, Cook County, Illinois","4597","null","425","null","1779","449","null","null","406","null","225","null","0","null","11","null","1004","null","406","null","0","null","11","null","1297","496","null","null","111","null","62","null","21","null","29","null","90","null","53","null",
"1400000US17031140400","Census Tract 1404, Cook County, Illinois","7347","null","865","null","4124","665","null","null","73","null","120","null","0","null","16","null","1808","null","700","null","0","null","16","null","892","504","null","null","450","null","241","null","115","null","126","null","335","null","221","null",
"1400000US17031140500","Census Tract 1405, Cook County, Illinois","4239","null","481","null","2472","475","null","null","145","null","158","null","9","null","14","null","359","null","204","null","0","null","11","null","999","408","null","null","255","null","192","null","196","null","184","null","59","null","44","null",
"1400000US17031140601","Census Tract 1406.01, Cook County, Illinois","3287","null","717","null","1009","326","null","null","131","null","168","null","0","null","11","null","439","null","295","null","0","null","11","null","1636","807","null","null","72","null","51","null","0","null","11","null","72","null","51","null",
"1400000US17031140602","Census Tract 1406.02, Cook County, Illinois","5714","null","758","null","2417","640","null","null","288","null","139","null","0","null","16","null","348","null","158","null","0","null","16","null","2514","842","null","null","147","null","129","null","97","null","110","null","50","null","75","null",
"1400000US17031140701","Census Tract 1407.01, Cook County, Illinois","2296","null","284","null","1451","222","null","null","68","null","69","null","0","null","11","null","185","null","111","null","0","null","11","null","498","283","null","null","94","null","67","null","33","null","51","null","61","null","48","null",
"1400000US17031140702","Census Tract 1407.02, Cook County, Illinois","6163","null","661","null","3381","614","null","null","371","null","217","null","9","null","15","null","552","null","286","null","0","null","16","null","1530","500","null","null","320","null","214","null","203","null","185","null","117","null","141","null",
"1400000US17031140800","Census Tract 1408, Cook County, Illinois","7604","null","781","null","4568","731","null","null","114","null","87","null","0","null","16","null","690","null","341","null","38","null","57","null","1883","856","null","null","311","null","216","null","27","null","45","null","284","null","212","null",
"1400000US17031150200","Census Tract 1502, Cook County, Illinois","7601","null","835","null","4955","509","null","null","244","null","194","null","0","null","16","null","438","null","171","null","0","null","16","null","1686","766","null","null","278","null","165","null","177","null","145","null","101","null","87","null",
"1400000US17031150300","Census Tract 1503, Cook County, Illinois","7017","null","648","null","5183","651","null","null","103","null","84","null","0","null","16","null","65","null","57","null","0","null","16","null","1335","556","null","null","331","null","182","null","168","null","117","null","163","null","152","null",
"1400000US17031150401","Census Tract 1504.01, Cook County, Illinois","4660","null","501","null","3638","407","null","null","23","null","39","null","0","null","11","null","265","null","198","null","0","null","11","null","697","271","null","null","37","null","49","null","0","null","11","null","37","null","49","null",
"1400000US17031150402","Census Tract 1504.02, Cook County, Illinois","3642","null","449","null","2694","452","null","null","0","null","11","null","0","null","11","null","84","null","83","null","0","null","11","null","706","407","null","null","158","null","157","null","106","null","132","null","52","null","65","null",
"1400000US17031150501","Census Tract 1505.01, Cook County, Illinois","3932","null","515","null","3002","452","null","null","4","null","12","null","0","null","11","null","326","null","209","null","0","null","11","null","546","439","null","null","54","null","62","null","30","null","46","null","24","null","39","null",
"1400000US17031150502","Census Tract 1505.02, Cook County, Illinois","4679","null","587","null","2920","574","null","null","23","null","30","null","0","null","11","null","145","null","144","null","0","null","11","null","1411","594","null","null","180","null","196","null","62","null","74","null","118","null","181","null",
"1400000US17031150600","Census Tract 1506, Cook County, Illinois","3818","null","425","null","2938","485","null","null","0","null","11","null","0","null","11","null","145","null","95","null","0","null","11","null","645","273","null","null","90","null","76","null","44","null","53","null","46","null","56","null",
"1400000US17031150700","Census Tract 1507, Cook County, Illinois","4422","null","415","null","3335","421","null","null","30","null","38","null","7","null","11","null","154","null","121","null","0","null","11","null","801","396","null","null","95","null","89","null","35","null","53","null","60","null","71","null",
"1400000US17031150800","Census Tract 1508, Cook County, Illinois","5270","null","535","null","3443","533","null","null","25","null","41","null","0","null","16","null","232","null","181","null","0","null","16","null","1349","476","null","null","221","null","151","null","73","null","77","null","148","null","118","null",
"1400000US17031151001","Census Tract 1510.01, Cook County, Illinois","2421","null","473","null","1030","333","null","null","53","null","66","null","28","null","47","null","0","null","11","null","0","null","11","null","1245","406","null","null","65","null","53","null","30","null","45","null","35","null","29","null",
"1400000US17031151002","Census Tract 1510.02, Cook County, Illinois","5034","null","522","null","2295","445","null","null","6","null","10","null","115","null","169","null","280","null","223","null","33","null","46","null","2139","568","null","null","166","null","177","null","19","null","30","null","147","null","173","null",
"1400000US17031151100","Census Tract 1511, Cook County, Illinois","5163","null","635","null","3039","511","null","null","35","null","44","null","19","null","30","null","217","null","143","null","33","null","51","null","1647","567","null","null","173","null","114","null","102","null","86","null","71","null","75","null",
"1400000US17031151200","Census Tract 1512, Cook County, Illinois","3716","null","358","null","2916","312","null","null","145","null","205","null","0","null","11","null","158","null","102","null","0","null","11","null","426","277","null","null","71","null","60","null","0","null","11","null","71","null","60","null",
"1400000US17031160100","Census Tract 1601, Cook County, Illinois","2824","null","383","null","2255","347","null","null","1","null","3","null","72","null","78","null","299","null","234","null","0","null","11","null","133","95","null","null","64","null","42","null","16","null","19","null","48","null","38","null",
"1400000US17031160200","Census Tract 1602, Cook County, Illinois","3761","null","454","null","2505","443","null","null","132","null","84","null","42","null","60","null","483","null","289","null","0","null","11","null","477","441","null","null","122","null","87","null","13","null","22","null","109","null","86","null",
"1400000US17031160300","Census Tract 1603, Cook County, Illinois","3757","null","596","null","2052","362","null","null","601","null","383","null","10","null","17","null","342","null","180","null","0","null","11","null","723","551","null","null","29","null","35","null","0","null","11","null","29","null","35","null",
"1400000US17031160400","Census Tract 1604, Cook County, Illinois","5092","null","569","null","3295","618","null","null","153","null","93","null","0","null","16","null","222","null","121","null","0","null","16","null","1330","535","null","null","92","null","62","null","29","null","36","null","63","null","51","null",
"1400000US17031160501","Census Tract 1605.01, Cook County, Illinois","4309","null","603","null","2865","650","null","null","150","null","106","null","0","null","11","null","162","null","144","null","0","null","11","null","1066","487","null","null","66","null","46","null","0","null","11","null","66","null","46","null",
"1400000US17031160502","Census Tract 1605.02, Cook County, Illinois","4599","null","648","null","2805","656","null","null","25","null","41","null","0","null","11","null","432","null","254","null","0","null","11","null","1311","614","null","null","26","null","27","null","15","null","21","null","11","null","17","null",
"1400000US17031160601","Census Tract 1606.01, Cook County, Illinois","3996","null","624","null","2753","638","null","null","14","null","22","null","0","null","11","null","172","null","167","null","0","null","11","null","1049","708","null","null","8","null","23","null","0","null","11","null","8","null","23","null",
"1400000US17031160602","Census Tract 1606.02, Cook County, Illinois","3937","null","378","null","2708","471","null","null","108","null","118","null","0","null","11","null","254","null","159","null","0","null","11","null","676","277","null","null","191","null","123","null","125","null","121","null","66","null","51","null",
"1400000US17031160700","Census Tract 1607, Cook County, Illinois","5816","null","663","null","4203","887","null","null","291","null","181","null","5","null","14","null","558","null","260","null","0","null","16","null","572","453","null","null","187","null","139","null","31","null","47","null","156","null","132","null",
"1400000US17031160800","Census Tract 1608, Cook County, Illinois","5698","null","580","null","4327","658","null","null","55","null","58","null","0","null","16","null","326","null","182","null","0","null","16","null","787","301","null","null","203","null","148","null","120","null","138","null","83","null","61","null",
"1400000US17031160900","Census Tract 1609, Cook County, Illinois","2469","null","263","null","1974","192","null","null","9","null","11","null","1","null","3","null","113","null","101","null","0","null","11","null","242","183","null","null","130","null","109","null","112","null","112","null","18","null","27","null",
"1400000US17031161000","Census Tract 1610, Cook County, Illinois","1762","null","180","null","1575","154","null","null","6","null","7","null","1","null","2","null","37","null","28","null","0","null","11","null","107","89","null","null","36","null","38","null","12","null","18","null","24","null","32","null",
"1400000US17031161100","Census Tract 1611, Cook County, Illinois","2215","null","283","null","1753","217","null","null","36","null","34","null","0","null","11","null","300","null","283","null","0","null","11","null","42","30","null","null","84","null","69","null","4","null","6","null","80","null","69","null",
"1400000US17031161200","Census Tract 1612, Cook County, Illinois","2823","null","352","null","2171","300","null","null","14","null","15","null","0","null","11","null","313","null","185","null","0","null","11","null","195","145","null","null","130","null","115","null","67","null","106","null","63","null","47","null",
"1400000US17031161300","Census Tract 1613, Cook County, Illinois","3783","null","435","null","3337","425","null","null","91","null","59","null","0","null","11","null","38","null","38","null","0","null","11","null","206","121","null","null","111","null","88","null","15","null","17","null","96","null","81","null",
"1400000US17031170100","Census Tract 1701, Cook County, Illinois","1906","null","206","null","1741","218","null","null","37","null","54","null","0","null","11","null","115","null","86","null","0","null","11","null","13","18","null","null","0","null","11","null","0","null","11","null","0","null","11","null",
"1400000US17031170200","Census Tract 1702, Cook County, Illinois","4030","null","437","null","3217","527","null","null","1","null","2","null","96","null","104","null","60","null","59","null","0","null","11","null","616","307","null","null","40","null","46","null","0","null","11","null","40","null","46","null",
"1400000US17031170300","Census Tract 1703, Cook County, Illinois","5065","null","364","null","4226","465","null","null","3","null","3","null","0","null","16","null","265","null","157","null","0","null","16","null","509","331","null","null","62","null","58","null","9","null","14","null","53","null","57","null",
"1400000US17031170400","Census Tract 1704, Cook County, Illinois","3716","null","301","null","3526","300","null","null","10","null","17","null","7","null","11","null","128","null","147","null","0","null","11","null","28","26","null","null","17","null","20","null","6","null","11","null","11","null","17","null",
"1400000US17031170500","Census Tract 1705, Cook County, Illinois","4699","null","421","null","4439","389","null","null","149","null","174","null","0","null","11","null","42","null","39","null","0","null","11","null","45","59","null","null","24","null","29","null","12","null","19","null","12","null","21","null",
"1400000US17031170600","Census Tract 1706, Cook County, Illinois","2752","null","238","null","2230","239","null","null","62","null","82","null","4","null","7","null","240","null","160","null","0","null","11","null","168","169","null","null","48","null","41","null","24","null","34","null","24","null","22","null",
"1400000US17031170700","Census Tract 1707, Cook County, Illinois","2808","null","390","null","2568","396","null","null","0","null","11","null","0","null","11","null","166","null","148","null","0","null","11","null","44","58","null","null","30","null","48","null","0","null","11","null","30","null","48","null",
"1400000US17031170800","Census Tract 1708, Cook County, Illinois","3708","null","378","null","3257","347","null","null","10","null","14","null","0","null","11","null","95","null","75","null","7","null","10","null","292","219","null","null","47","null","31","null","23","null","24","null","24","null","28","null",
"1400000US17031170900","Census Tract 1709, Cook County, Illinois","1740","null","180","null","1436","171","null","null","88","null","110","null","0","null","11","null","5","null","9","null","0","null","11","null","211","151","null","null","0","null","11","null","0","null","11","null","0","null","11","null",
"1400000US17031171000","Census Tract 1710, Cook County, Illinois","7430","null","671","null","6258","700","null","null","130","null","140","null","0","null","16","null","243","null","165","null","41","null","67","null","732","339","null","null","26","null","29","null","0","null","16","null","26","null","29","null",
"1400000US17031171100","Census Tract 1711, Cook County, Illinois","4551","null","532","null","3137","443","null","null","0","null","11","null","0","null","11","null","157","null","143","null","0","null","11","null","1134","565","null","null","123","null","104","null","42","null","50","null","81","null","91","null",
"1400000US17031180100","Census Tract 1801, Cook County, Illinois","5413","null","591","null","3756","566","null","null","91","null","72","null","29","null","46","null","479","null","305","null","15","null","23","null","991","426","null","null","52","null","42","null","6","null","23","null","46","null","38","null",
"1400000US17031190100","Census Tract 1901, Cook County, Illinois","2671","null","335","null","989","366","null","null","61","null","98","null","0","null","11","null","60","null","78","null","0","null","11","null","1539","301","null","null","22","null","25","null","22","null","25","null","0","null","11","null",
"1400000US17031190200","Census Tract 1902, Cook County, Illinois","5831","null","556","null","2217","589","null","null","107","null","129","null","0","null","16","null","128","null","88","null","0","null","16","null","3002","617","null","null","377","null","218","null","319","null","190","null","58","null","61","null",
"1400000US17031190300","Census Tract 1903, Cook County, Illinois","5116","null","582","null","3052","473","null","null","0","null","16","null","0","null","16","null","68","null","73","null","0","null","16","null","1918","547","null","null","78","null","70","null","53","null","65","null","25","null","27","null",
"1400000US17031190401","Census Tract 1904.01, Cook County, Illinois","4238","null","438","null","2911","516","null","null","0","null","11","null","0","null","11","null","39","null","39","null","0","null","11","null","1269","377","null","null","19","null","30","null","0","null","11","null","19","null","30","null",
"1400000US17031190402","Census Tract 1904.02, Cook County, Illinois","4731","null","454","null","2400","395","null","null","170","null","140","null","11","null","18","null","199","null","134","null","0","null","11","null","1688","508","null","null","263","null","161","null","135","null","122","null","128","null","107","null",
"1400000US17031190601","Census Tract 1906.01, Cook County, Illinois","4744","null","524","null","1541","509","null","null","157","null","223","null","0","null","11","null","130","null","129","null","0","null","11","null","2916","703","null","null","0","null","11","null","0","null","11","null","0","null","11","null",
"1400000US17031190602","Census Tract 1906.02, Cook County, Illinois","5153","null","701","null","2158","540","null","null","467","null","377","null","17","null","21","null","32","null","35","null","0","null","16","null","2417","651","null","null","62","null","59","null","33","null","53","null","29","null","57","null",
"1400000US17031190701","Census Tract 1907.01, Cook County, Illinois","2733","null","354","null","1340","357","null","null","86","null","62","null","0","null","11","null","18","null","28","null","0","null","11","null","1206","401","null","null","83","null","107","null","42","null","59","null","41","null","64","null",
"1400000US17031190702","Census Tract 1907.02, Cook County, Illinois","4923","null","717","null","1738","533","null","null","254","null","151","null","15","null","25","null","30","null","48","null","0","null","11","null","2868","685","null","null","18","null","36","null","16","null","25","null","2","null","26","null",
"1400000US17031190800","Census Tract 1908, Cook County, Illinois","6901","null","706","null","1937","485","null","null","249","null","245","null","25","null","40","null","95","null","147","null","13","null","21","null","4306","809","null","null","276","null","193","null","117","null","124","null","159","null","160","null",
"1400000US17031190900","Census Tract 1909, Cook County, Illinois","2154","null","415","null","727","324","null","null","228","null","288","null","0","null","11","null","9","null","13","null","0","null","11","null","1186","318","null","null","4","null","6","null","0","null","11","null","4","null","6","null",
"1400000US17031191000","Census Tract 1910, Cook County, Illinois","2875","null","331","null","1088","271","null","null","129","null","109","null","0","null","11","null","0","null","11","null","0","null","11","null","1591","420","null","null","67","null","82","null","67","null","82","null","0","null","11","null",
"1400000US17031191100","Census Tract 1911, Cook County, Illinois","7561","null","790","null","2028","812","null","null","551","null","361","null","0","null","16","null","32","null","63","null","0","null","16","null","4783","914","null","null","167","null","97","null","72","null","61","null","95","null","68","null",
"1400000US17031191200","Census Tract 1912, Cook County, Illinois","3881","null","575","null","986","282","null","null","72","null","78","null","17","null","26","null","0","null","11","null","0","null","11","null","2794","601","null","null","12","null","12","null","6","null","9","null","6","null","9","null",
"1400000US17031191301","Census Tract 1913.01, Cook County, Illinois","5961","null","771","null","1730","645","null","null","690","null","421","null","77","null","147","null","40","null","48","null","0","null","16","null","3381","770","null","null","43","null","51","null","43","null","51","null","0","null","16","null",
"1400000US17031191302","Census Tract 1913.02, Cook County, Illinois","5033","null","734","null","2180","747","null","null","266","null","291","null","0","null","16","null","0","null","16","null","0","null","16","null","2547","987","null","null","40","null","36","null","25","null","28","null","15","null","25","null",
"1400000US17031200100","Census Tract 2001, Cook County, Illinois","4651","null","537","null","1912","567","null","null","53","null","58","null","0","null","11","null","127","null","98","null","44","null","67","null","2450","711","null","null","65","null","51","null","26","null","29","null","39","null","37","null",
"1400000US17031200200","Census Tract 2002, Cook County, Illinois","5369","null","567","null","1256","460","null","null","39","null","45","null","0","null","16","null","0","null","16","null","0","null","16","null","4040","627","null","null","34","null","28","null","19","null","19","null","15","null","20","null",
"1400000US17031200300","Census Tract 2003, Cook County, Illinois","2231","null","240","null","806","247","null","null","21","null","21","null","0","null","11","null","15","null","23","null","0","null","11","null","1301","231","null","null","88","null","83","null","74","null","84","null","14","null","16","null",
"1400000US17031200401","Census Tract 2004.01, Cook County, Illinois","4067","null","607","null","1767","713","null","null","48","null","76","null","0","null","11","null","0","null","11","null","0","null","11","null","2229","672","null","null","23","null","30","null","5","null","8","null","18","null","29","null",
"1400000US17031200402","Census Tract 2004.02, Cook County, Illinois","3898","null","774","null","1049","350","null","null","74","null","65","null","13","null","20","null","7","null","11","null","0","null","11","null","2662","808","null","null","93","null","75","null","0","null","11","null","93","null","75","null",
"1400000US17031210100","Census Tract 2101, Cook County, Illinois","3991","null","504","null","3067","503","null","null","158","null","179","null","35","null","45","null","102","null","57","null","0","null","11","null","395","211","null","null","234","null","184","null","0","null","11","null","234","null","184","null",
"1400000US17031210400","Census Tract 2104, Cook County, Illinois","2999","null","382","null","2438","444","null","null","49","null","51","null","10","null","17","null","222","null","134","null","0","null","11","null","231","132","null","null","49","null","45","null","3","null","6","null","46","null","45","null",
"1400000US17031210501","Census Tract 2105.01, Cook County, Illinois","4706","null","472","null","3758","542","null","null","202","null","130","null","174","null","243","null","67","null","56","null","0","null","11","null","411","395","null","null","94","null","76","null","14","null","22","null","80","null","74","null",
"1400000US17031210502","Census Tract 2105.02, Cook County, Illinois","5046","null","611","null","4626","578","null","null","55","null","67","null","0","null","16","null","0","null","16","null","0","null","16","null","261","259","null","null","104","null","109","null","0","null","16","null","104","null","109","null",
"1400000US17031210601","Census Tract 2106.01, Cook County, Illinois","3251","null","590","null","2418","546","null","null","48","null","51","null","0","null","11","null","287","null","261","null","0","null","11","null","475","362","null","null","23","null","36","null","0","null","11","null","23","null","36","null",
"1400000US17031210602","Census Tract 2106.02, Cook County, Illinois","4032","null","635","null","3643","631","null","null","66","null","83","null","9","null","16","null","34","null","29","null","0","null","11","null","183","106","null","null","97","null","86","null","69","null","74","null","28","null","45","null",
"1400000US17031210700","Census Tract 2107, Cook County, Illinois","4270","null","415","null","3885","416","null","null","13","null","16","null","9","null","14","null","135","null","168","null","0","null","11","null","171","89","null","null","57","null","57","null","22","null","34","null","35","null","45","null",
"1400000US17031210800","Census Tract 2108, Cook County, Illinois","1127","null","139","null","839","158","null","null","18","null","18","null","0","null","11","null","14","null","17","null","0","null","11","null","252","154","null","null","4","null","6","null","0","null","11","null","4","null","6","null",
"1400000US17031210900","Census Tract 2109, Cook County, Illinois","3107","null","410","null","2198","393","null","null","196","null","105","null","0","null","11","null","151","null","116","null","0","null","11","null","518","273","null","null","44","null","57","null","31","null","51","null","13","null","24","null",
"1400000US17031220300","Census Tract 2203, Cook County, Illinois","2153","null","249","null","1724","173","null","null","84","null","60","null","2","null","3","null","43","null","36","null","0","null","11","null","131","133","null","null","169","null","186","null","8","null","19","null","161","null","184","null",
"1400000US17031220400","Census Tract 2204, Cook County, Illinois","2618","null","255","null","2071","347","null","null","24","null","37","null","7","null","10","null","156","null","147","null","0","null","11","null","340","393","null","null","20","null","31","null","0","null","11","null","20","null","31","null",
"1400000US17031220500","Census Tract 2205, Cook County, Illinois","2731","null","211","null","2376","203","null","null","161","null","127","null","0","null","11","null","88","null","42","null","0","null","11","null","62","48","null","null","44","null","30","null","8","null","13","null","36","null","28","null",
